cnpj;nivel_atividade
81867103000155;MEDIO
83004051000119;ALTO
83276733000180;BAIXO
83475913000191;ALTO
84683374000149;ALTO
88610191000154;ALTO
91975508000241;MUITO BAIXO
91983056000169;ALTO
92769272000411;MUITO BAIXO
93507747000111;ALTO
93828986000173;ALTO
94086352000155;MEDIO
95627196000589;MEDIO
00000000138622;ALTO
00005950000109;ALTO
00138896000170;BAIXO
00245501000138;MEDIO
00342744000194;BAIXO
00359742000108;ALTO
00508038000170;BAIXO
00614147000171;MEDIO
00697295012103;MEDIO
00779721000303;MEDIO
00827061000127;MEDIO
00860254001402;BAIXO
00897458000195;BAIXO
00938574000105;ALTO
01164265000198;MEDIO
01168864000180;ALTO
01210169000139;MEDIO
01547853000100;MEDIO
01719738000176;ALTO
01896779000138;ALTO
01909430000193;MEDIO
01932485000114;MEDIO
01967009000139;MEDIO
02139524000193;ALTO
02156328000127;MEDIO
02365069000144;ALTO
02403144000114;MEDIO
02552999000107;ALTO
02635522000195;ALTO
02672745000122;ALTO
02681840000192;MEDIO
02764825000108;MEDIO
02831005000191;ALTO
02843512000145;MEDIO
02903752000198;MEDIO
02912593000198;ALTO
03207308000109;MEDIO
03220438000173;ALTO
03292762000105;MEDIO
03348173000193;MEDIO
03387188000160;ALTO
03388434000107;ALTO
03442701000179;MUITO BAIXO
03469910000106;MEDIO
03625121000117;MEDIO
03827788000100;MEDIO
03999080000129;MEDIO
04006892000199;MEDIO
04122532000152;ALTO
04163207000138;MEDIO
04170821001875;MEDIO
04343061000102;MEDIO
04449030006767;BAIXO
04520721000183;ALTO
04601397020234;""
04649538000182;MEDIO
04650264000141;ALTO
04763681000109;MUITO BAIXO
04821041000108;ALTO
05217384000112;MEDIO
05342056000148;MEDIO
05342185000136;MUITO BAIXO
05436953000110;MEDIO
05442076000190;MEDIO
05452307000147;BAIXO
05478567000787;MEDIO
05748888000169;MEDIO
05858095000100;MEDIO
05875416000177;MEDIO
05885295000144;MEDIO
05894553000159;BAIXO
06065869000109;ALTO
06096500000155;MEDIO
06310865000130;MEDIO
06995767000184;ALTO
07006793000103;MEDIO
07051978000121;BAIXO
07094334000110;ALTO
07162830000164;MEDIO
07169994000113;ALTO
07199136000111;MEDIO
07301087000186;ALTO
07308496000104;MEDIO
07490851000109;BAIXO
07541567000114;ALTO
07594978000178;ALTO
07714218000157;MEDIO
07816890000153;ALTO
07820907000146;ALTO
07824377000104;ALTO
07860692000197;MEDIO
07963089000998;BAIXO
07983062000703;MEDIO
08050703000136;ALTO
08065557000112;ALTO
08069589000196;ALTO
08070196002308;MEDIO
08354651000515;ALTO
08360853000146;ALTO
08435078000140;MEDIO
08443347000110;ALTO
08448960000120;MEDIO
08532958000135;MEDIO
08535301000121;ALTO
08552962000165;ALTO
08612821000190;BAIXO
08633676000124;ALTO
08640794000160;MEDIO
08653905000172;MEDIO
08659212000197;MUITO BAIXO
08700854000192;MEDIO
08759986000270;BAIXO
08774970000156;MEDIO
08783467000167;ALTO
08801621000186;ALTO
08838522000500;BAIXO
09029860000122;ALTO
09100543000155;ALTO
09109122000195;MEDIO
09109649000110;MEDIO
09143905000276;MEDIO
09159481000157;MEDIO
09187575000130;ALTO
09201605000115;MEDIO
09282343000160;ALTO
09295922000148;MEDIO
09429165000158;MEDIO
09455778000160;ALTO
09552356000102;ALTO
10215988000160;ALTO
10288525000128;MEDIO
10350260000140;MEDIO
10448491000191;BAIXO
10473648000139;MEDIO
10556350000192;MEDIO
10579754000100;ALTO
10648969000127;MEDIO
10682236000109;BAIXO
10797673000330;MEDIO
10859506000457;MEDIO
10871162000159;MEDIO
10882377000175;MEDIO
10901097000167;ALTO
10907504000143;ALTO
10921713000141;BAIXO
11081580000105;MEDIO
11107634000164;MEDIO
11126268000190;MEDIO
11126512000115;MEDIO
11222706000114;MEDIO
11362041000144;ALTO
11378415000110;MUITO BAIXO
11440727000106;MEDIO
11536467000177;ALTO
11742023000198;ALTO
11754453000120;MEDIO
11900118000192;ALTO
11954058000190;MEDIO
11961237000155;ALTO
11992440000199;MEDIO
11995680000147;MEDIO
12050784000141;MUITO BAIXO
12087166000176;ALTO
12181987000177;MEDIO
12197490000147;ALTO
12309610000150;MEDIO
12338290000167;MEDIO
12383854000183;BAIXO
12436281000109;BAIXO
12437066000122;BAIXO
12451003000120;BAIXO
12457542000177;ALTO
12467363000110;BAIXO
12509749000300;ALTO
12649296000155;ALTO
12774677000166;ALTO
12782258000176;MEDIO
12788849000150;BAIXO
12793076000109;BAIXO
12841163000186;ALTO
12974428000114;MUITO BAIXO
12978849000113;MEDIO
13057438000158;ALTO
13072723000148;MEDIO
13074681000184;MEDIO
13089603000153;MEDIO
13090411000167;MEDIO
13108534000188;MEDIO
13263403000175;ALTO
13265466000160;MEDIO
13270520000166;MEDIO
13280226000135;MEDIO
13289535000176;MEDIO
13574594000196;ALTO
13595752000194;MEDIO
13783861000135;MEDIO
13823709000139;MEDIO
13941310000152;MEDIO
13983534000127;MEDIO
14050547000106;MEDIO
14144294000130;MEDIO
14157823000130;BAIXO
14170998000187;BAIXO
14178511000102;ALTO
14190046000125;MEDIO
14244832000168;MEDIO
14290635000185;ALTO
14357559000188;ALTO
14470973000107;MEDIO
14617436000139;ALTO
14638700000110;MEDIO
14662446000196;MEDIO
14792435000120;ALTO
14822817000150;ALTO
14883273000136;INATIVO
14931418000127;BAIXO
14985831000174;ALTO
15060679000181;MUITO BAIXO
15071811000150;MEDIO
15082545000161;MEDIO
15114867000145;MEDIO
15135472000129;MUITO BAIXO
15139629000194;ALTO
15180155000124;MEDIO
15219800000175;MEDIO
15503500000113;MEDIO
15531820000187;MEDIO
15565262000170;MEDIO
15667816000140;ALTO
15735101000188;MEDIO
15735891000100;MEDIO
15737491000125;BAIXO
15777425000189;MEDIO
15864760000114;MEDIO
16404287000155;ALTO
16512901000100;MEDIO
16620352000180;MEDIO
16670085088494;MEDIO
16718290000143;BAIXO
16797216000160;MEDIO
16811090000130;BAIXO
16854260000164;MEDIO
16923956000103;MEDIO
17049967000160;MEDIO
17060105000139;MEDIO
17071921000148;MEDIO
17113496000102;ALTO
17137906000155;BAIXO
17167396000169;ALTO
17230724000124;ALTO
17321816000110;MEDIO
17368182000150;MEDIO
17495818000125;MEDIO
17577056000106;MEDIO
17611555000172;MEDIO
17634526000126;MEDIO
17724814000171;MEDIO
17735387000127;MEDIO
17780707000160;ALTO
17940588000166;ALTO
17979983000152;INATIVO
18032044000169;ALTO
18152001000117;MEDIO
18181207000175;BAIXO
18190172000130;MEDIO
18258831000123;MEDIO
18276798000164;ALTO
18570526000172;ALTO
18604089000160;ALTO
18726050000116;INATIVO
18787479000113;MEDIO
18821042000159;ALTO
18972351000120;MEDIO
19026013000168;MEDIO
19194491000187;MUITO BAIXO
19249745000117;MEDIO
19412947000138;MEDIO
19481706000140;MEDIO
19529225000168;MEDIO
19561616000160;BAIXO
19662278000152;ALTO
19917299000171;MEDIO
19968644000104;MEDIO
19985424000180;MEDIO
20050096000100;MEDIO
20154601000166;ALTO
20154884000146;MEDIO
20158249000137;MEDIO
20242298000153;MEDIO
20278589000100;MEDIO
20431395000275;MEDIO
20742859000183;MEDIO
20791139000108;MEDIO
20956508000175;MEDIO
20985267000192;MEDIO
21059302000105;MEDIO
21156836000150;ALTO
21240146000184;BAIXO
21255567000189;ALTO
21315308000104;MEDIO
21326872000114;MEDIO
21376481000104;ALTO
21483889000185;MEDIO
21558065000127;MEDIO
21579829000160;ALTO
21648640000182;BAIXO
21694032000104;ALTO
21736463000196;MEDIO
21879049000136;BAIXO
21907690000137;BAIXO
21919401000110;ALTO
21936342000198;MEDIO
22087228000101;BAIXO
22104617000190;MEDIO
22143634000136;MEDIO
22244288000182;INATIVO
22258042000160;MEDIO
22260328000180;MEDIO
22294962000133;MEDIO
22297387000122;MEDIO
22299310000191;INATIVO
22303211000136;MEDIO
22394338000108;MEDIO
22437137000140;MEDIO
22578542000189;MEDIO
22589970000107;MEDIO
22682382000113;MEDIO
22732714000127;MEDIO
22744286000152;MEDIO
22751817000134;BAIXO
22808515000155;MEDIO
22827028000130;ALTO
22864238000106;MEDIO
22866593000106;MEDIO
22923535000177;MEDIO
22966153000120;MEDIO
22983409000108;INATIVO
23183992000135;MEDIO
23194915000180;ALTO
23253159000113;ALTO
23313395000188;MEDIO
23340024000195;MEDIO
23358859000172;MEDIO
23371502000124;MEDIO
23381731000120;MEDIO
23390635000148;MEDIO
23536540000190;MUITO BAIXO
23591025000102;BAIXO
23595402000181;MEDIO
23610574000187;ALTO
23669928000169;ALTO
23783278000188;MEDIO
23854544000116;INATIVO
23854989000104;MEDIO
24063916000159;ALTO
24125728000108;MEDIO
24173789000140;MEDIO
24185112000122;MEDIO
24201371000108;BAIXO
24202570000122;MEDIO
24231012000195;ALTO
24289521000179;ALTO
24342033000188;MEDIO
24396037000149;ALTO
24413856000157;ALTO
24449288000144;MEDIO
24546458000109;BAIXO
24546569000115;MEDIO
24628866000100;MEDIO
24671495000149;MUITO BAIXO
24828062000154;ALTO
24857427000179;ALTO
24867289000109;BAIXO
24999973000144;ALTO
25250995000170;MEDIO
25278431000145;MEDIO
25406585000175;INATIVO
25424675000199;MEDIO
26193818000161;ALTO
26203493000150;MEDIO
26290059000155;ALTO
26412583000151;MEDIO
26479187000141;ALTO
26567931000160;ALTO
26656329000107;INATIVO
26672845000117;MEDIO
26687548000145;MUITO BAIXO
26866478000192;MEDIO
26947596000125;ALTO
27016599000108;MEDIO
27060858000106;BAIXO
27089356000108;MEDIO
27177032000113;MEDIO
27228664000169;MEDIO
27248149000140;BAIXO
27330909000164;MEDIO
27411537000109;MEDIO
27439201000146;ALTO
27479447000141;MEDIO
27512936000158;MEDIO
27537912000153;MEDIO
27559971000122;ALTO
27561897000189;MEDIO
27602075000107;ALTO
27718578000134;MEDIO
27899192000176;BAIXO
27917575000200;MEDIO
27924410000185;ALTO
27926420000150;BAIXO
27942852000154;BAIXO
27944498000105;MEDIO
27956397000146;BAIXO
28028708000170;BAIXO
28059201000183;MEDIO
28081287000140;MEDIO
28114624000159;BAIXO
28129255000178;BAIXO
28170789000148;ALTO
28266616000128;MEDIO
28278501000153;MEDIO
28334527000171;BAIXO
28353550000103;MEDIO
28435530000181;ALTO
28520743000101;INATIVO
28592740000183;ALTO
28702791000110;MEDIO
28727497000163;MEDIO
28743372000127;BAIXO
28777835000171;MUITO BAIXO
28828245000120;ALTO
28833062000101;MEDIO
28849498000180;MEDIO
28855836000197;MEDIO
28891179000133;MEDIO
28949390000160;BAIXO
29146689000149;ALTO
29204912000167;INATIVO
29221416000111;ALTO
29307080000104;MEDIO
29463124000195;MEDIO
29648207000159;MEDIO
29744778279876;BAIXO
29753676000138;MEDIO
29780061000109;ALTO
29816625000108;MEDIO
29821422000100;MEDIO
29896965000196;MEDIO
29909499000136;MEDIO
29938687000192;MEDIO
29950060000157;ALTO
29965208000127;ALTO
29978814000187;ALTO
29994133000293;MEDIO
30145557000181;MEDIO
30168414000195;MEDIO
30172418000147;ALTO
30211392000107;MEDIO
30249121000132;MEDIO
30258782000124;ALTO
30285485000178;MEDIO
30300195000156;MEDIO
30306107000123;MEDIO
30346425000118;MEDIO
30368626000116;MEDIO
30430472000145;MEDIO
30473817000148;MEDIO
30495522000172;ALTO
30557466000153;ALTO
30640475000103;BAIXO
30655009000100;MEDIO
30708086000172;MEDIO
30738638000195;MEDIO
30759312000144;MEDIO
30924878000184;ALTO
30946406000122;ALTO
30949884000196;MEDIO
30988886000194;MEDIO
31057181000116;MEDIO
31072453000157;INATIVO
31111392000190;MEDIO
31131737000177;ALTO
31172227000148;ALTO
31389434000159;ALTO
31407385000130;ALTO
31440072000183;MEDIO
31554844000108;MEDIO
31574603000120;ALTO
31606159000188;MEDIO
31608988000108;MEDIO
31637438000109;MEDIO
31663722000150;BAIXO
31728344000145;MEDIO
31748744000112;MEDIO
31759230000162;BAIXO
31764797000127;MEDIO
31767988000142;MEDIO
31786844000133;ALTO
31847088000105;MEDIO
31853524000159;MEDIO
31865384000139;MEDIO
31886589000109;MEDIO
31936671000516;ALTO
31963224000122;BAIXO
31990050000197;BAIXO
32004639000131;ALTO
32015585000100;ALTO
32039446000116;MEDIO
32041918000256;MEDIO
32122581000120;MEDIO
32195502000101;MEDIO
32234291000179;MEDIO
32297425000109;ALTO
32310709000180;MEDIO
32319976000118;MEDIO
32337128000131;ALTO
32340033000177;MEDIO
32378310000130;MEDIO
32427786000114;MEDIO
32461919000179;ALTO
32529326000105;MEDIO
32561658000169;MEDIO
32571221000106;MEDIO
32578661000195;ALTO
32785124000116;ALTO
32808022000179;MEDIO
32938883000171;MEDIO
32954371000107;ALTO
32962724000102;MEDIO
32992584000115;BAIXO
33012748000163;MEDIO
33042221000181;BAIXO
33076667000127;MEDIO
33089262000123;MEDIO
33161196000155;MUITO BAIXO
33165073000192;ALTO
33256439000139;ALTO
33286523000103;ALTO
33303139000163;MEDIO
33311473000169;ALTO
33325562000164;BAIXO
33345046000100;MEDIO
33398858000105;INATIVO
33424104000182;MEDIO
33432258000116;MEDIO
33443846000155;MEDIO
33520591000187;MEDIO
33544762000108;MEDIO
33546555000192;ALTO
33561048000128;ALTO
33611500000119;ALTO
33649642000175;MEDIO
33693691000105;MEDIO
33695049000165;BAIXO
33732038000108;MEDIO
33745676000163;BAIXO
33768310000100;ALTO
33802732000154;ALTO
33878773000124;ALTO
33940174000193;MEDIO
33947542000125;MEDIO
33955003000138;ALTO
33958695000178;ALTO
33983167000179;BAIXO
34028316010923;ALTO
34028316272707;ALTO
34050569000183;MEDIO
34071657000161;MEDIO
34095775000100;ALTO
34128132000115;ALTO
34138592000124;ALTO
34151931000102;ALTO
34154306000114;ALTO
34169557000172;ALTO
34188682000120;ALTO
34235215000103;MEDIO
34346156000140;MEDIO
34346285000139;BAIXO
34351198000170;INATIVO
34370751000111;MEDIO
34383023000144;MEDIO
34453473000166;MEDIO
34454342000101;MEDIO
34460708000147;ALTO
34487142000147;MEDIO
34513704000180;MEDIO
34630955000144;MEDIO
34680239000171;MEDIO
34792354000138;MEDIO
34828395000137;BAIXO
34877072000133;BAIXO
34912700000255;MEDIO
34971751000177;ALTO
34979424000161;BAIXO
34993454000122;ALTO
35003198000141;BAIXO
35015050000127;MEDIO
35028299000177;MEDIO
35050788000125;ALTO
35097847000110;MUITO BAIXO
35118259000116;MEDIO
35133302000112;BAIXO
35160305000145;ALTO
35233970000111;BAIXO
35249251000199;BAIXO
35285110000121;MEDIO
35308205000113;BAIXO
35401489000198;ALTO
35451421000113;ALTO
35479714000109;ALTO
35485985000177;MEDIO
35553222000116;MEDIO
35555367000156;ALTO
35558358000119;BAIXO
35632571000123;ALTO
35652533000132;ALTO
35753861000125;MEDIO
35837951000102;BAIXO
35873042000111;ALTO
35880399000127;BAIXO
35922795000170;MEDIO
35970124000184;MEDIO
36007549000155;MEDIO
36068317000107;ALTO
36080932000139;ALTO
36134293000147;ALTO
36162416000153;ALTO
36172174000189;MEDIO
36176117000178;BAIXO
36230416000143;MEDIO
36236274000121;ALTO
36299767000100;MEDIO
36345587000118;BAIXO
36349417000101;ALTO
36356994000120;MEDIO
36408620000101;BAIXO
36443094000110;MEDIO
36485248000137;MEDIO
36486155000127;MEDIO
36519936000170;MUITO BAIXO
36591104000165;MEDIO
36592344000184;MEDIO
36634441000192;MEDIO
36646878000146;MEDIO
36647502000156;MEDIO
36649462000181;BAIXO
36674431000180;ALTO
36676834000169;ALTO
36689250000128;MEDIO
36713387000170;MEDIO
36720656000126;MEDIO
36731335000127;MEDIO
36731620000148;ALTO
36742894000132;MEDIO
36804749000139;MEDIO
36860915000114;ALTO
36863108000155;MEDIO
36951827000128;BAIXO
36963793000191;ALTO
36976002000168;MEDIO
36997136000165;MEDIO
37049094000101;ALTO
37058735000186;MEDIO
37063973000180;ALTO
37144654000107;ALTO
37153018000133;MEDIO
37208528000160;ALTO
37218216000138;MEDIO
37245477000147;MEDIO
37292340000143;MEDIO
37293650000182;ALTO
37434411000103;MEDIO
37461659000155;ALTO
37468392000128;BAIXO
37480782000113;ALTO
37481984000180;MEDIO
37498659000120;MEDIO
37519712000121;BAIXO
37536598000148;ALTO
37566807000104;MEDIO
37572337000183;ALTO
37572586000179;MEDIO
37577551000122;MEDIO
37635519000156;ALTO
37642002000194;ALTO
37664883000144;ALTO
37685614000164;ALTO
37696605000179;MEDIO
37696769000104;MEDIO
37698178000168;ALTO
37742008000133;MEDIO
37754438000175;MEDIO
37775399000192;ALTO
37784735000163;MEDIO
37849014000194;MEDIO
37850490000125;ALTO
37906251000140;ALTO
37944455000175;MEDIO
38049863000126;MEDIO
38082172000124;ALTO
38097231000138;MEDIO
38181513000119;ALTO
38211023000118;ALTO
38265861000174;MEDIO
38284017000190;MEDIO
38284091000107;MEDIO
38284918000182;ALTO
38308454000105;ALTO
38320810000106;MEDIO
38362361000150;MEDIO
38365212000145;MEDIO
38389189000129;BAIXO
38453790000133;MEDIO
38499144000107;MEDIO
38503896000102;BAIXO
38504892000130;MEDIO
38539336000108;MEDIO
38542413000170;MEDIO
38559378000100;ALTO
38612142000182;MEDIO
38729176000151;MEDIO
38828748000150;ALTO
38830078000106;ALTO
38904335000107;ALTO
38947531000169;MEDIO
38995736000110;ALTO
39239146000120;ALTO
39254526000133;BAIXO
39255634000120;MEDIO
39316346000139;ALTO
39320850000102;ALTO
39331284000134;MEDIO
39334798000143;MEDIO
39343071000122;BAIXO
39414258000170;BAIXO
39445371000112;ALTO
39471472000168;MEDIO
39473462000161;MEDIO
39508111000149;MEDIO
39523633000110;BAIXO
39544933000185;MEDIO
39556751000124;MEDIO
39559176000113;MEDIO
39566681000195;ALTO
39631962000184;MEDIO
39633756000103;MEDIO
39646119000171;MEDIO
39662505000157;ALTO
39665830000173;MEDIO
39691895000193;ALTO
39692584000149;ALTO
39753987000150;MEDIO
39762862000197;BAIXO
39774397000104;ALTO
39904945000173;MUITO BAIXO
39927209000130;MEDIO
39932848000194;MEDIO
39942455000161;MEDIO
39951244000195;MEDIO
39973956000105;ALTO
40004684000114;ALTO
40090832000160;ALTO
40104528000206;MEDIO
40107071000102;MEDIO
40108559000154;MEDIO
40141659000182;MEDIO
40150315000130;BAIXO
40169288000147;MEDIO
40172069000117;ALTO
40188494000102;ALTO
40256297000175;MEDIO
40281187000163;ALTO
40285901000191;MEDIO
40290142000155;ALTO
40292375000197;MEDIO
40298567000100;MEDIO
40314662000150;MEDIO
40320073000185;MEDIO
40334382000104;BAIXO
40351932000101;ALTO
40417350000172;MEDIO
40419906000160;MEDIO
40465321000186;MEDIO
40471383000109;ALTO
40479807000173;MEDIO
40500206000103;MEDIO
40519246000199;ALTO
40523374000106;MEDIO
40530561000117;MEDIO
40555460000109;MEDIO
40561265000183;ALTO
40621881000182;ALTO
40660514000198;BAIXO
40697517000104;MEDIO
40756807000173;MEDIO
40760438000192;ALTO
40767353000136;ALTO
40769844000116;BAIXO
40793636000152;BAIXO
40802640000130;MEDIO
40828221000177;ALTO
40854594000112;MEDIO
40903654000140;ALTO
40987547000147;MEDIO
41015754000100;MEDIO
41056344000108;BAIXO
41115508000112;ALTO
41121192000171;MEDIO
41142014000127;MEDIO
41151471000188;MEDIO
41159702000108;ALTO
41166038000116;ALTO
41182037000165;MEDIO
41216571000145;MEDIO
41270529000102;ALTO
41279497000106;MEDIO
41281181000159;MEDIO
41283744000148;ALTO
41311477000175;BAIXO
41315989000100;MEDIO
41327629000128;MEDIO
41412017000133;ALTO
41449031000101;ALTO
41480273000168;MEDIO
41480330000109;BAIXO
41481737000150;MEDIO
41544936000160;MEDIO
41582077000102;MEDIO
41650517000103;MEDIO
41651755000133;MEDIO
41694320000176;MEDIO
41695851000183;MEDIO
41698761000146;MEDIO
41703037000244;MEDIO
41722502000103;MEDIO
41804508000120;MEDIO
41804922000139;BAIXO
41812444000109;MEDIO
41818476000111;BAIXO
41821413000114;MEDIO
41823441000170;MEDIO
41850459000161;ALTO
41861039000180;BAIXO
41864016000120;MEDIO
41868069000119;ALTO
41878815000155;MEDIO
41937713000163;ALTO
41950349000171;ALTO
41956483000180;MEDIO
42087136000120;MEDIO
42106540000102;MEDIO
42182830000127;ALTO
42205122000164;ALTO
42233913000106;BAIXO
42241271000189;MEDIO
42242888000119;BAIXO
42246874000173;MEDIO
42252191000129;ALTO
42278291000124;ALTO
42336551000170;BAIXO
42356312000182;MEDIO
42374175000370;MEDIO
42391480000109;BAIXO
42409727000177;ALTO
42507007000144;MEDIO
42524265000139;ALTO
42526706000131;MEDIO
42569966000194;ALTO
42583624000129;ALTO
42615086000107;ALTO
42665837000108;MEDIO
42670659000103;BAIXO
42675590000100;MEDIO
42696586000110;MEDIO
42718058000115;MEDIO
42758229000130;MEDIO
42764138000107;BAIXO
42805585000167;MEDIO
42838994000160;MEDIO
42865845000190;ALTO
42875159000108;MEDIO
42921293000190;MEDIO
42926139000100;MEDIO
42937301000196;ALTO
42960986000191;BAIXO
42962071000115;ALTO
42968483000162;MEDIO
43013955000196;BAIXO
43021957000127;MEDIO
43051691000165;MEDIO
43052429000135;MEDIO
43073992000190;ALTO
43081514000121;ALTO
43107654000121;ALTO
43112677000124;MEDIO
43115126000114;MEDIO
43135673000161;ALTO
43185329000187;ALTO
43323800000156;BAIXO
43344504000131;MEDIO
43354813000192;MEDIO
43368889000177;MEDIO
43432523000110;MEDIO
43462357002490;BAIXO
43484947000128;MEDIO
43486175000163;BAIXO
43530729000182;ALTO
43581267000122;ALTO
43583112000125;MEDIO
43596730000100;BAIXO
43751435000180;MEDIO
43859311000113;BAIXO
43904714000137;MEDIO
43938434000140;ALTO
43983448000185;BAIXO
44011950000197;MEDIO
44019848000138;MEDIO
44049603000153;ALTO
44107980000100;MEDIO
44127639000108;BAIXO
44135018000176;ALTO
44166515000131;BAIXO
44195370000105;ALTO
44213867000109;ALTO
44220773000159;ALTO
44228303000131;MEDIO
44298612000188;MEDIO
44316673000120;MEDIO
44341628000126;MEDIO
44359013000127;ALTO
44364624000163;BAIXO
44395601000116;MEDIO
44410340000166;MEDIO
44540713000113;ALTO
44550876000187;MEDIO
44590481000108;BAIXO
44643676000179;MEDIO
44651425000136;MEDIO
44659840000136;MEDIO
44698194000116;MEDIO
44707813000191;ALTO
44730123000153;MEDIO
44737316000136;MEDIO
44743655000125;BAIXO
44765258000154;BAIXO
44781252000170;ALTO
44798378000158;MEDIO
44843726000161;MEDIO
44866921000107;MEDIO
44873534000106;MEDIO
44903861000155;ALTO
44928412000161;ALTO
44955572000108;MEDIO
44985805000107;BAIXO
45013459000168;MEDIO
45014516000123;MEDIO
45036345000133;MEDIO
45059355000194;ALTO
45066606000168;ALTO
45074835000124;MEDIO
45142487000185;ALTO
45145913000134;MEDIO
45152136000155;MEDIO
45166050000181;MEDIO
45207921000168;MEDIO
45254065000100;ALTO
45258875000126;BAIXO
45283552000192;MEDIO
45285718000100;BAIXO
45290440000169;MEDIO
45297731000189;ALTO
45328656000176;MEDIO
45371637000122;ALTO
45371995000135;MEDIO
45384267000168;MEDIO
45395507000120;ALTO
45402402000150;MEDIO
45469070000121;ALTO
45510001000114;ALTO
45538274000177;MEDIO
45633295000171;MEDIO
45653269000105;""
45756198000176;""
45758990000160;""
45764652000130;""
45798031000178;""
45808418000168;""
45814427000161;""
45872887000146;""
45884461000102;""
45955482000171;""
45959093000114;""
46002862000154;""
46006252000129;""
46089052000187;""
46103320000178;""
46104318000113;""
46112997000172;""
46139130000100;""
46146729000171;""
46165143000154;""
46190215000113;""
46329402000135;""
46359941000117;""
46397297000171;""
46398501000179;""
46420866000152;""
46436723000139;""
46449108000167;""
46459154000147;""
46459537000115;""
46474031000185;""
46481155000198;""
46490706000180;""
46519105000152;""
46523542000140;""
46531051000140;""
46598343000109;""
46625198000108;""
46639018000139;""
46675394000189;""
46691824000156;""
46695114000102;""
46776695000107;""
46778930000171;""
46825133000106;""
46850648000158;""
46852702000102;""
46860118000190;""
46870211000186;""
46883967000160;""
46884453000129;""
46912530000107;""
46979312000190;""
47020966000154;""
47040516000123;""
47100325000100;""
47114323000170;""
47125718000178;""
47127676000104;""
47163369000189;""
47182616000194;""
47189400000150;""
47221038000158;""
47258821000196;""
47290681000133;""
47406212000137;""
47410541000151;""
47458515000101;""
47495789000162;""
47515183000141;""
47518192000196;""
47540730000149;""
47545006000108;""
47552364000148;""
47559913000106;""
47579197000129;""
47607414000147;""
47625054000106;""
47665508000172;""
47686676000144;""
47703387000106;""
47705999000138;""
47712769000104;""
47729114000130;""
47761297000171;""
47766436000150;""
47797777000192;""
47799852000154;""
47822718000127;""
47832500000153;""
47877175000145;""
47882612000119;""
47911967000199;""
47939352000170;""
47956872000191;""
47970533000160;""
47990878000185;""
47992419000130;""
47992609000158;""
47993695000113;""
47995856000108;""
48013190000108;""
48014928000151;""
48031530000123;""
48039001000176;""
48044169000170;""
48052173000180;""
48069589000100;""
48107203000108;""
48121565000153;""
48134840000173;""
48145964000154;""
48150485000126;""
48171101000151;""
48186536000170;""
48226737000153;""
48240044000115;""
48242345000188;""
48253464000136;""
48254332000129;""
48269813000108;""
48295121000134;""
48296930000160;""
50057140000840;BAIXO
51045441000140;MEDIO
51359321000118;ALTO
51466860000156;ALTO
52548435000179;ALTO
54221098000136;ALTO
54670492000151;MEDIO
54918693000125;MUITO BAIXO
55384093000197;ALTO
56400518000177;ALTO
56642960014240;MEDIO
57050262000188;MEDIO
57189607000189;MEDIO
58197823000139;MEDIO
59789545000171;ALTO
60746948000112;ALTO
60894730000105;ALTO
61059838000145;MEDIO
61591079000167;MEDIO
61710265000178;ALTO
64193220000161;ALTO
65961013000172;ALTO
66276411000112;ALTO
71555320000156;ALTO
72095938000143;MEDIO
74088519000100;MUITO BAIXO
76664986000166;ALTO
76758754000177;ALTO
78590460000104;BAIXO
78592532000586;ALTO
78969201000199;ALTO
80523418000112;BAIXO
82206723000106;ALTO
82636986000155;ALTO
88610126000129;ALTO
88611835000129;ALTO
92099852000104;MEDIO
92702067000196;ALTO
92802784000513;ALTO
00010478000100;BAIXO
00033752000159;ALTO
00171486000120;ALTO
00255445000112;ALTO
00306191000114;BAIXO
00394429011900;ALTO
00414607000894;MEDIO
00416968000101;ALTO
00643867000327;MEDIO
00684615000184;MEDIO
00695311000112;ALTO
00767373000192;MEDIO
00929032000176;MEDIO
00931778000114;MUITO BAIXO
00993264004776;ALTO
01027058000191;ALTO
01151799000180;MUITO BAIXO
01212705000135;MUITO BAIXO
01291987000103;MEDIO
01342164000160;MEDIO
01417222000177;ALTO
01418438000157;ALTO
01549634000160;MEDIO
01648037000193;BAIXO
01666674000192;BAIXO
01709293000143;MEDIO
01714502000651;MEDIO
01851113000163;ALTO
01936990000137;MEDIO
02037613000129;MEDIO
02162616000194;ALTO
02193750000152;ALTO
02351144000118;ALTO
02394305000150;MEDIO
02421421000111;ALTO
02436957000291;MEDIO
02437137000133;MUITO BAIXO
02558157000162;ALTO
02658023000113;ALTO
02677887000182;MEDIO
02761137000194;MEDIO
02761769000158;BAIXO
02883607000869;MEDIO
02904018000143;MEDIO
02940176000159;ALTO
03089069000121;MEDIO
03127926000130;ALTO
03152619000100;ALTO
03315560000123;MEDIO
03337214000146;MEDIO
03341547000149;ALTO
03374292000110;MEDIO
03608415000130;MEDIO
03649114000155;ALTO
03663350000126;ALTO
03669947000269;MEDIO
03682898000113;MEDIO
03718896000137;MEDIO
03723916000168;MEDIO
03893725000144;MEDIO
03983431000103;ALTO
04151104000158;MEDIO
04157264000104;MEDIO
04181474000138;ALTO
04230335000157;MEDIO
04257270000133;MUITO BAIXO
04414970001590;ALTO
04519612000146;ALTO
04582167000169;MUITO BAIXO
04636952000157;MEDIO
04681258000151;BAIXO
