id;cd_acao_rdz;nm_empresa;setor_economico;subsetor;segmento;segmento_b3;nm_segmento_b3;cd_acao;tx_cnpj;vl_cnpj;created_at;updated_at
219;OFSA;OUROFINO S/A;SAÚDE;MEDICAMENTOS E OUTROS PRODUTOS;MEDICAMENTOS E OUTROS PRODUTOS;NM;"";OFSA3;20.258.278/0001-70;20258278000170;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
220;ADHM;ADVANCED-DH;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;"";"";ADHM1, ADHM3;10.345.009/0001-98;10345009000198;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
221;AALR;ALLIAR;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";AALR3;42.771.949/0001-35;42771949000135;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
222;DASA;DASA;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;"";"";DASA3;61.486.650/0001-83;61486650000183;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
223;FLRY;FLEURY;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";FLRY3;60.840.055/0001-31;60840055000131;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
224;HAPV;HAPVIDA;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";HAPV3;05.197.443/0001-38;5197443000138;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
225;PARD;IHPARDINI;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";PARD3;19.378.769/0001-76;19378769000176;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
226;GNDI;INTERMEDICA;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";GNDI3;19.853.511/0001-84;19853511000184;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
227;ODPV;ODONTOPREV;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";ODPV3;58.119.199/0001-51;58119199000151;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
228;QUAL;QUALICORP;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";QUAL3;11.992.680/0001-93;11992680000193;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
229;BALM;BAUMER;SAÚDE;EQUIPAMENTOS;EQUIPAMENTOS;"";"";BALM4, BALM3;61.374.161/0001-30;61374161000130;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
230;LMED;LIFEMED;SAÚDE;EQUIPAMENTOS;EQUIPAMENTOS;MA;"";LMED3;02.357.251/0001-53;2357251000153;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
231;PNVL;DIMED;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;"";"";PNVL4, PNVL3;92.665.611/0001-77;92665611000177;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
232;HYPE;HYPERA;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;NM;"";HYPE3;02.932.074/0001-91;2932074000191;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
233;PFRM;PROFARMA;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;NM;"";PFRM3;45.453.214/0001-51;45453214000151;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
234;RADL;RAIADROGASIL;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;NM;"";RADL3;61.585.865/0001-51;61585865000151;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
235;POSI;POSITIVO TEC;TECNOLOGIA DA INFORMAÇÃO;COMPUTADORES E EQUIPAMENTOS;COMPUTADORES E EQUIPAMENTOS;NM;"";POSI3;81.243.735/0001-48;81243735000148;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
236;BRQB;BRQ;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;MA;"";BRQB3;36.542.025/0001-64;36542025000164;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
237;LINX;LINX;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";LINX3;06.948.969/0001-75;6948969000175;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
238;LWSA;LOCAWEB;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";LWSA3;02.351.877/0001-52;2351877000152;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
239;QUSW;QUALITY SOFT;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;MA;"";QUSW3;35.791.391/0001-94;35791391000194;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
240;SQIA;SINQIA;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";SQIA3;04.065.791/0001-99;4065791000199;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
241;TOTS;TOTVS;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";TOTS3;53.113.791/0001-22;53113791000122;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
242;ALGT;ALGAR TELEC;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
243;OIBR;OI;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;N1;"";OIBR4, OIBR3;76.535.764/0001-43;76535764000143;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
244;TELB;TELEBRAS;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;"";"";TELB4, TELB3;00.336.701/0001-04;336701000104;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
245;VIVT;TELEF BRASIL;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;"";"";VIVT3, VIVT4;02.558.157/0001-62;2558157000162;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
246;TIMP;TIM PART S/A;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;NM;"";TIMP3;02.558.115/0001-21;2558115000121;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
247;CNSY;CINESYSTEM;COMUNICAÇÕES;MÍDIA;PRODUÇÃO E DIFUSÃO DE FILMES E PROGRAMAS;MA;"";CNSY3;07.437.016/0001-05;7437016000105;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
248;AESL;AES SUL;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
249;TIET;AES TIETE E;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N2;"";TIET11, TIET3, TIET4;04.128.563/0001-10;4128563000110;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
250;AFLT;AFLUENTE T;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";AFLT3;10.338.320/0001-00;10338320000100;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
251;ALUP;ALUPAR;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N2;"";ALUP11, ALUP3, ALUP4;08.364.948/0001-38;8364948000138;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
252;CBEE;AMPLA ENERG;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";CBEE3;33.050.071/0001-58;33050071000158;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
253;CPTE;CACHOEIRA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;MB;"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
254;CEBR;CEB;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";CEBR6, CEBR5, CEBR3;00.070.698/0001-11;70698000111;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
255;CEED;CEEE-D;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";CEED4, CEED3;08.467.115/0001-00;8467115000100;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
256;EEEL;CEEE-GT;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";EEEL4, EEEL3;92.715.812/0001-31;92715812000131;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
257;CLSC;CELESC;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N2;"";CLSC4, CLSC3;83.878.892/0001-55;83878892000155;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
258;GPAR;CELGPAR;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";GPAR3;08.560.444/0001-93;8560444000193;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
259;CEPE;CELPE;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";CEPE5, CEPE3;10.835.932/0001-08;10835932000108;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
260;CMIG;CEMIG;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";CMIG4, CMIG3;17.155.730/0001-64;17155730000164;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
261;CMGD;CEMIG DIST;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
262;CMGT;CEMIG GT;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
263;CESP;CESP;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";CESP6, CESP5, CESP3;60.933.603/0001-78;60933603000178;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
264;CEEB;COELBA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";CEEB3, CEEB5, CEEB6;15.139.629/0001-94;15139629000194;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
265;COCE;COELCE;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";COCE6, COCE5, COCE3;07.047.251/0001-70;7047251000170;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
266;CPLE;COPEL;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";CPLE6, CPLE5, CPLE3;76.483.817/0001-20;76483817000120;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
267;CSRN;COSERN;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";CSRN3, CSRN5, CSRN6;08.324.196/0001-81;8324196000181;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
268;CPFE;CPFL ENERGIA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";CPFE3;02.429.144/0001-93;2429144000193;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
269;CPFG;CPFL GERACAO;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
270;CPFP;CPFL PIRATIN;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
271;CPRE;CPFL RENOVAV;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";CPRE3;08.439.659/0001-50;8439659000150;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
272;EBEN;EBE;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
273;EKTR;ELEKTRO;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";EKTR3, EKTR4;02.328.280/0001-97;2328280000197;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
274;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";ELET3, ELET5, ELET6;00.001.180/0001-26;1180000126;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
275;LIPR;ELETROPAR;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";LIPR3;01.104.937/0001-70;1104937000170;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
276;EMAE;EMAE;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";EMAE3, EMAE4;02.302.101/0001-42;2302101000142;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
277;ENBR;ENERGIAS BR;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";ENBR3;03.983.431/0001-03;3983431000103;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
278;ENGI;ENERGISA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N2;"";ENGI11, ENGI3, ENGI4;00.864.214/0001-06;864214000106;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
279;ENMT;ENERGISA MT;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";ENMT3, ENMT4;03.467.321/0001-99;3467321000199;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
280;ENER;ENERSUL;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
281;ENEV;ENEVA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";ENEV3;04.423.567/0001-21;4423567000121;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
282;EGIE;ENGIE BRASIL;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";EGIE3;02.474.103/0001-19;2474103000119;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
283;EQPA;EQTL PARA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";EQPA3, EQPA5, EQPA6, EQPA7;04.895.728/0001-80;4895728000180;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
284;EQMA;EQTLMARANHAO;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;MB;"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
285;EQTL;EQUATORIAL;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";EQTL3;03.220.438/0001-73;3220438000173;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
286;ESCE;ESCELSA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
287;FGEN;FGENERGIA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
288;GEPA;GER PARANAP;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";GEPA3, GEPA4;02.998.301/0001-81;2998301000181;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
289;ITPB;ITAPEBI;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
290;LIGH;LIGHT;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
291;LIGT;LIGHT S/A;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";LIGT3;03.378.521/0001-75;3378521000175;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
292;NEOE;NEOENERGIA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";NEOE3;01.083.200/0001-18;1083200000118;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
293;OMGE;OMEGA GER;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";OMGE3;09.149.503/0001-06;9149503000106;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
294;PALF;PAUL F LUZ;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
295;PRMN;PROMAN;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;MB;"";PRMN3B;02.291.077/0001-93;2291077000193;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
296;REDE;REDE ENERGIA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";REDE3;61.584.140/0001-49;61584140000149;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
297;RNEW;RENOVA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N2;"";RNEW11, RNEW4, RNEW3;08.534.605/0001-74;8534605000174;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
298;STKF;STATKRAFT;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";STKF3;00.622.416/0001-41;622416000141;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
299;STEN;STO ANTONIO;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
300;TAEE;TAESA;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N2;"";TAEE11, TAEE3, TAEE4;07.859.971/0001-30;7859971000130;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
301;TMPE;TERMOPE;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
302;TEPE;TERM. PE III;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
303;TRPL;TRAN PAULIST;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;N1;"";TRPL3, TRPL4;02.998.611/0001-04;2998611000104;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
304;UPKP;UPTICK;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;MB;"";UPKP3B;02.162.616/0001-94;2162616000194;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
305;CASN;CASAN;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;"";"";CASN4, CASN3;82.508.433/0001-17;82508433000117;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
306;CSMG;COPASA;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;NM;"";CSMG3;17.281.106/0001-03;17281106000103;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
307;IGSN;IGUA SA;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;MA;"";IGSN3;08.159.965/0001-33;8159965000133;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
308;SBSP;SABESP;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;NM;"";SBSP3;43.776.517/0001-80;43776517000180;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
309;SAPR;SANEPAR;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;N2;"";SAPR4, SAPR3, SAPR11;76.484.013/0001-45;76484013000145;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
310;SNST;SANESALTO;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
311;CEGR;CEG;UTILIDADE PÚBLICA;GÁS;GÁS;"";"";CEGR3;33.938.119/0001-69;33938119000169;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
312;CGAS;COMGAS;UTILIDADE PÚBLICA;GÁS;GÁS;"";"";CGAS3, CGAS5;61.856.571/0001-17;61856571000117;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
313;ABCB;ABC BRASIL;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N2;"";ABCB4;28.195.667/0001-06;28195667000106;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
314;RPAD;ALFA HOLDING;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";RPAD3, RPAD5, RPAD6;17.167.396/0001-69;17167396000169;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
315;BRIV;ALFA INVEST;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BRIV3, BRIV4;60.770.336/0001-65;60770336000165;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
316;BAZA;AMAZONIA;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BAZA3;04.902.979/0001-44;4902979000144;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
317;BMGB;BANCO BMG;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N1;"";BMGB4;61.186.680/0001-74;61186680000174;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
318;BIDI;BANCO INTER;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N2;"";BIDI3, BIDI11, BIDI4;00.416.968/0001-01;416968000101;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
319;BPAN;BANCO PAN;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N1;"";BPAN4;59.285.411/0001-13;59285411000113;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
320;BGIP;BANESE;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BGIP3, BGIP4;13.009.717/0001-46;13009717000146;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
321;BEES;BANESTES;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BEES3, BEES4;28.127.603/0001-78;28127603000178;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
322;BPAR;BANPARA;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BPAR3;04.913.711/0001-08;4913711000108;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
323;BRSR;BANRISUL;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N1;"";BRSR6, BRSR5, BRSR3;92.702.067/0001-96;92702067000196;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
324;BBDC;BRADESCO;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N1;"";BBDC4, BBDC3;60.746.948/0001-12;60746948000112;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
325;BBAS;BRASIL;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;NM;"";BBAS11, BBAS12, BBAS3;00.000.000/0001-91;191;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
326;BSLI;BRB BANCO;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BSLI4, BSLI3;00.000.208/0001-00;208000100;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
327;BPAC;BTGP BANCO;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BPAC11, BPAC3, BPAC5;30.306.294/0001-45;30306294000145;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
