cnpj;empresa_porte
08613550000198;GRANDE
08795211000170;GRANDE
08820831000111;MICRO
08826918000104;MICRO
08833066000174;PEQUENA
08846220000142;PEQUENA
08860556000402;PEQUENA
08895796003972;GRANDE
08948896000147;MICRO
09058077000278;PEQUENA
09071467000105;PEQUENA
09382682000119;PEQUENA
09394591000101;MICRO
09459536000144;MEI
09484567000236;MEDIA
09519148000101;PEQUENA
09532098000100;MICRO
09666299000192;PEQUENA
10219268000172;MICRO
10327255000389;MEDIA
10391522000115;PEQUENA
10412706000386;PEQUENA
10575559000101;MICRO
10585885000191;PEQUENA
10588957000154;MICRO
10728668000103;MICRO
10739356000103;GRANDE
10755446000180;MICRO
10760260000119;GRANDE
10807374000177;GRANDE
10818674000151;MICRO
10864848000112;PEQUENA
10876534000130;PEQUENA
10904836000174;MICRO
10985031000100;MEI
10991235000146;MICRO
11018748004125;MEDIA
11045737000147;MICRO
11259511000149;PEQUENA
11304478000121;PEQUENA
11316408000193;MICRO
11381428000148;PEQUENA
11517841004508;GRANDE
11523142000150;MEI
11556816000112;MEI
11824288000135;PEQUENA
12011539000206;PEQUENA
12083656000102;MEI
12157467011759;MEDIA
12301847000195;PEQUENA
12321798000152;MICRO
12327662000150;MICRO
12371335000103;PEQUENA
12425833000183;MEI
12431074000161;MEI
12446260000174;MICRO
12539343000108;GRANDE
12581725000108;MEI
12593452000103;MEI
12609902000109;MICRO
12753431000108;MICRO
12761859000100;MEI
12839058000102;MEI
12939461000456;MEDIA
12974783000193;MICRO
13158047000120;PEQUENA
13298852000159;MICRO
13306642000165;MICRO
13353786000172;MICRO
13369519000193;MEI
13390607000177;MICRO
13715752000180;MEI
13779436000172;MEI
13964318000134;MEI
14015755000174;MEDIA
14132612000142;MEI
14166307000171;MICRO
14240169000123;MICRO
14245480000165;MICRO
14341380000132;MEI
14395186000130;MEI
14472920000117;MEI
14534100000102;MEI
14539851000111;MICRO
14540323000182;MEI
14625360000193;MICRO
14652219000180;PEQUENA
14690323000169;MEI
14710577000100;MEDIA
14813701000154;PEQUENA
14861668000138;MEDIA
14868750000194;PEQUENA
15067910000169;PEQUENA
15083654000101;MICRO
15095866000109;MEI
15141799000103;GRANDE
15155026000186;MICRO
15178614000135;MICRO
15194590000108;MEDIA
15208350000115;MEI
15235665000151;MICRO
15320775000111;MEI
15324337000121;MICRO
15407221000156;MEI
15421446000167;MEI
15474560000155;GRANDE
15522144000185;MICRO
15527906000136;GRANDE
15734071000195;PEQUENA
15757964000156;MICRO
15760520000170;MICRO
15786426000190;MICRO
15824070000131;MEI
16097862000114;MEI
16543641000203;MICRO
16575826000119;MEDIA
16773356000106;MEI
16782241000250;PEQUENA
16826361000121;MEI
16830731000102;MICRO
16852133000126;PEQUENA
16880599000135;MEI
16930630000103;MEI
16959803000108;GRANDE
16977691000118;MEI
17002750000103;MEDIA
17012481000158;MEI
17013080000112;MEI
17055478000111;MICRO
17065048000180;MICRO
17071034000170;MEI
17245234000100;GRANDE
17251581000137;MEI
17314329000120;GRANDE
17377138000107;MEI
17501148000102;MICRO
17528254000180;MEI
17550051000190;PEQUENA
17769801000119;PEQUENA
17805261000181;MICRO
17887699000156;MEDIA
17945003000281;MICRO
17953402000103;MEI
18118613000193;PEQUENA
18249994000140;MEI
18392635000228;MICRO
18418440000129;MEI
18553907000143;MEI
18622029001223;MICRO
18694633000102;MEI
18940086000106;MEI
18952363000192;MEI
18999282000148;MEI
19066673000172;PEQUENA
19072637000111;PEQUENA
19256550000102;GRANDE
19268478000125;MEI
19369664000150;MEI
19379274000161;MEI
19551079000177;PEQUENA
19610479000106;MEI
19723351000159;MEI
19744293000140;MEI
19799463000193;MEI
19804488000138;MEI
19825197000126;MICRO
19882117000174;MEDIA
19902788000150;MEI
19910791000115;MICRO
19936504000146;MEI
20036831000120;MICRO
20045802000125;MEI
20104260000114;MEI
20322240000110;MEI
20345344000140;MICRO
20353781000105;MICRO
20357452000132;MICRO
20532911000177;MEI
20556618000140;MEI
20589097000127;MEI
20649145000125;MEI
20782141000110;MEI
20812719000134;MICRO
20877882000266;MICRO
20902541000112;MEI
20935380000163;MEI
20937543000147;MEI
20957300000170;MICRO
20993782000114;MEI
21022689000125;MEI
21040405000123;MEI
21046128000166;MEI
21047440000174;MEI
21186900000145;MEI
21188066000127;MEI
21198488000183;MEI
21263565000131;MICRO
21355602000131;MICRO
21577059000117;MEI
21587816000133;PEQUENA
21628313000169;MEI
21630292000116;MEI
21684387000112;MEI
21694934000140;MEI
21755651000161;MEI
21775103000101;MEI
21832435000172;MICRO
21922559000149;MICRO
21922850001512;MEDIA
21959391000146;PEQUENA
22000435000179;MEI
22074865000135;MEI
22077647000154;MICRO
22088701000167;MEI
22121348000170;MEI
22136564000199;PEQUENA
22137930000124;MEI
22139247000126;MEI
22142114000109;MICRO
22217469000110;MICRO
22227637000158;MEI
22266175000188;GRANDE
22299712000196;MEI
22415419000147;MICRO
22422172000196;GRANDE
22494144000184;MEI
22495111000159;MEI
22517837000145;MICRO
22571419000136;MEI
22584798000107;MEDIA
22592709000166;MEI
22622593000160;MEI
22684169000140;MICRO
22685472000168;MICRO
22688250000107;PEQUENA
22722159000152;MICRO
22785431000143;MEI
22895153000187;MEI
22947357000114;MEI
23027928000165;MICRO
23243506000127;MEDIA
23258005000114;MEI
23259601000119;MICRO
23315528000155;PEQUENA
23410987000118;MEI
23506110000125;PEQUENA
23506169000113;MEI
23641420000152;MEI
23645036000128;MEI
23681900000147;MICRO
23759984000194;MEI
23810840000115;MEI
23826460000179;MICRO
23855741000150;MEI
23929048000184;MEI
23985661000119;MEI
24014968000135;MEI
24181470000167;MICRO
24201341000193;MEI
24207622000153;MEI
24314284000159;MEI
24326112000103;PEQUENA
24379272000102;MEI
24379520000115;MEI
24431068000193;MICRO
24469416000111;MICRO
24474927000121;MEI
24526696000152;MEI
24555672000121;MEI
24555958000530;PEQUENA
24690360000120;MICRO
24701118000105;MICRO
24961933000103;MICRO
24966452000190;MEI
25030485000197;MEI
25075616000152;MEI
25105170000161;MICRO
25189633000110;MEI
25239737000192;MICRO
25244927000106;MEI
25262484000178;MEI
25264707000136;PEQUENA
25277646000141;MEI
25308047000148;MICRO
25376491000109;MEI
25404497000134;MEI
25432913000108;MEI
25978611000130;MEI
25996161000108;MEI
26092855000183;MICRO
26231635000193;MEI
26247808000161;MICRO
26430125000145;MEI
26451155000138;MEI
26512638000103;MEI
26601167000100;MEI
26799317000123;MEI
26907339000160;MEI
26954688000132;MEI
27207554000200;MEDIA
27217305000106;MEI
27305357000134;MEI
27374389000191;MICRO
27428288000156;MEI
27435198000192;PEQUENA
27501117000105;MEI
27649874000120;MEI
27678046000110;PEQUENA
27862801000112;PEQUENA
27878815000124;MEI
27882126000193;MEI
27897587000130;MEI
27905291000113;MICRO
28026107000128;MICRO
28029622000161;MICRO
28036562000104;MEI
28075846000100;PEQUENA
28097348000168;MEI
28127678000159;PEQUENA
28145624000116;MICRO
28195908000117;MEI
28383893000110;MEI
28419183000101;MICRO
28666801000703;PEQUENA
28809715000109;MEI
28813907000199;MEI
28916107000101;MEI
28954827000153;MEI
28967409000109;MEI
29002256000110;MICRO
29042543000153;MEI
29102271000130;PEQUENA
29197224000117;MEDIA
29265098000190;MEI
29291666000128;MICRO
29350281000194;PEQUENA
29372435000149;MEI
29372550000113;MEI
29374116000172;MEI
29405130000196;MEI
29426816000163;MEI
29487098000135;MEI
29520212000181;MICRO
29553523000147;MEI
29724829000119;MICRO
29759194000195;MICRO
29776367000183;PEQUENA
29789180000114;MEI
29798131000148;PEQUENA
29812415000141;MEI
29852080000195;MICRO
29893381000167;MICRO
29896194000137;MICRO
29993833000182;MEI
30088755000150;MICRO
30109895000168;MICRO
30147113000185;MEI
30206915000119;MEI
30259579000172;MICRO
30356551000153;MEI
30394166000109;MEI
30414875000109;MEI
30483962000100;MICRO
30486037000132;MEI
30552406000148;MEI
30558470000136;MICRO
30563928000145;MICRO
30646367000148;MEI
30750704000142;MEI
30898488000187;MICRO
30997161000162;MEI
31031632000146;MICRO
31045011000111;MICRO
31089561000132;MEI
31145805000157;MEI
31169017000109;MEI
31178375000170;PEQUENA
31201183000137;MEI
31263942000196;PEQUENA
31390056000123;MEI
31406559000140;MEI
31431803000124;MICRO
31445104000133;MEI
31467406000102;MEI
31473500000174;MICRO
31474347000108;MEI
31536074000170;MICRO
31542769000165;MEI
31594996000134;PEQUENA
31648197000101;MEI
31673926000171;MICRO
31720714000106;MEI
31722094000136;MICRO
31741110000138;MEI
31804112000129;MEI
31829460000150;MEI
31844971000141;MEI
31878510000190;MEI
31920991000154;MEI
31948754000100;MEI
31963023000206;PEQUENA
31967398000163;MEI
31998704000129;MICRO
32050297000196;MICRO
32051546000168;MEI
32063352000182;MEI
32078130000133;MEI
32088857000100;MEI
32124828000148;MICRO
32154392000130;MEI
32198559000164;MICRO
32234997000130;MICRO
32281095000155;MEI
32295540000136;MEI
32342335000184;MICRO
32356924000111;MEI
32361765000143;MEI
32412150000107;MEI
32413774000130;MEI
32416625000125;MEI
32462700000194;MEI
32503111000107;PEQUENA
32505864000151;MEI
32571998000170;MEI
32635649000175;MEI
32653946000143;MEI
32667747000194;MICRO
32801413000161;MEI
32832053000165;MEDIA
32878328000100;MEI
32878978000147;MEI
32960712000149;MEI
33000167000101;GRANDE
33035164000103;MICRO
33038792000142;MICRO
33054169000183;MEI
33074932000138;MEI
33103114000116;MEI
33214531000136;MEI
33227508000186;MEI
33228024000151;GRANDE
33281865000122;MICRO
33312641000130;MEI
33349473001553;GRANDE
33366134000180;PEQUENA
33383677000105;MEI
33455960000103;MICRO
33457677000102;MEI
33541368004707;GRANDE
33544362000100;GRANDE
33549036000188;MEI
33663286000144;MEI
33696400000132;MEI
33736211000146;MEI
33798235000120;MEI
33822824000104;MEI
33888032000205;MICRO
33897417000158;MEI
33938119000169;GRANDE
33949451000129;MICRO
33979227000180;MICRO
34086844000119;MEI
34120868000147;MEI
34153069000177;MICRO
34157965000104;MEI
34174135000195;PEQUENA
34250874000119;MEI
34256075000150;GRANDE
34289805000119;MICRO
34307998000193;MICRO
34345352000109;MEI
34406192000152;PEQUENA
34444884000195;MICRO
34455397000128;MICRO
34498657000142;MEI
34527066000156;MEI
34528783000100;MICRO
34624557000115;MEI
34671940000396;MICRO
34674631000108;MEI
34679859000190;MEI
34688401000106;MEI
34707962000105;MEI
34729010000184;MICRO
34785500000106;MEI
34803951000110;MICRO
34866391000143;MICRO
34890450000119;MEI
34909936000151;MICRO
34959579000136;MEI
35002023000110;MICRO
35014376000130;MICRO
35034524000188;MICRO
35044432000189;MEI
35072041000178;MEI
35110166000145;MEI
35171523000185;MICRO
35183414000188;PEQUENA
35201320000194;MEI
35305559000104;MEI
35324218000186;MEI
35335671000198;MICRO
35403554000114;MEI
35470441000131;MEI
35496258000105;MEI
35514374000100;MICRO
35540957000105;MEI
35684027000125;MEI
35688667000103;MEI
35730722000186;MEI
35741587000174;MICRO
35743468000150;MICRO
35761306000145;MICRO
35787062000170;MEI
35854604000180;MEI
35897005000143;MEI
35957014000182;MEI
35963980000102;MICRO
36019280000127;MEI
36020950000125;MEI
36060670000140;MEI
36066632000103;MEI
36122367000125;MEI
36165974000172;MEI
36167257000180;MEI
36168973000181;MEI
36251603000103;MEI
36262439000130;MEI
36274246000107;MICRO
36308907000160;MEI
36329411000172;MEI
36337563000117;MEI
36347892000149;MEI
36364451000155;MEI
36369822000191;MEI
36389847000157;MEI
36393968000172;MEI
36465558000190;MEI
36558711000123;MEI
36584956000125;MEI
36605460000190;MEI
36627211000104;MEI
36680772000169;MEI
36693938000181;MEI
36732799000158;MEI
36745758000104;MEI
36765243000168;MEI
36781987000176;MICRO
36842286000108;MEI
36927350000145;MICRO
36993482000175;MICRO
37012449000180;MEI
37137870000117;MEI
37148118000171;MEI
37151956000102;MEI
37180433000186;MEI
37180649000141;MICRO
37228182000162;MEI
37274675000139;MEI
37295857000196;MEI
37314287000134;MEI
37359067000127;MEI
37412333000138;MEI
37420614000132;MEI
37433749000132;MEI
37445383000111;MEI
37561463000132;MICRO
37631498000109;MEI
37682786000184;MEI
37686783000119;MEI
37744916000166;MICRO
37749620000138;MEI
37750274000108;MEI
37768316000138;MEI
37799494000126;MEI
37799808000190;MEI
37802830000142;MICRO
37862963000104;MEI
37901740000109;MEI
37912700000162;PEQUENA
38038340000184;MEI
38040471000104;MEI
38104777000179;MEI
38124838000160;MEI
38163752000146;MEI
38209291000103;MEI
38211472000166;MEI
38227832000118;MEI
38234889000144;PEQUENA
38357185000169;MEI
38378692000189;MEI
38382898000182;MEI
38419572000182;MEI
38461335000180;MEI
38659767000108;MEI
38664085000185;MEI
39141415000110;MEI
39152500000184;MEI
39227986000172;MICRO
39229373000174;MEI
39247343000190;MEI
39280361000174;MEI
39281481000196;MEI
39289227000134;MEI
39294303000108;MEI
39310702000107;MEI
39325789000196;MEI
39329281000166;MEI
39334497000110;MEI
39379158000150;MEI
39380958000190;MEI
39391346000101;MEI
39401114000189;MEI
39436627000125;MICRO
39470142000158;MEI
39527167000140;PEQUENA
39567897000175;MEI
39592000000163;MEI
39599131000172;MEI
39614762000113;MEI
39630253000184;MICRO
39630444000146;MEI
39633483000105;MEI
39662042000123;MEI
39721056000170;MEI
39761064000140;MEI
39804594000129;MEI
39813105000103;MEI
39881079000142;MEI
39894932000160;MEI
40015872000148;MEI
40024493000114;MEI
40032238000113;MEI
40040742000165;MEI
40047449000120;MEI
40074757000144;MEI
40101293000118;MEI
40200667000152;MEI
40214365000133;MEI
40221982000166;MEI
40253946000184;MEI
40284404000179;MEI
40300369000134;MEI
40318531000141;MEI
40437586000170;MEI
40440854000103;MEI
40473948000189;MICRO
40485811000144;MEI
40506144000139;MEI
40516530000101;MEI
40544200000120;MEI
40584790000114;MEI
40619476000120;PEQUENA
40620339000105;MICRO
40647354000147;MEI
40713100000180;PEQUENA
40763199000124;MEI
40799708000179;MEI
40800276000179;MEI
40818975000146;MEI
40842216000119;MICRO
40845010000142;MEI
40856800000123;MEI
40857875000129;MEI
40866540000258;MICRO
40868141000145;MEI
40878320000163;MEI
40926518000175;MEI
40966017000112;MEI
40968079000163;MEI
41002429000103;PEQUENA
41008554000112;MICRO
41069481000179;MEI
41164460000132;MEI
41168639000168;MEI
41240852000133;MICRO
41253376000195;MEI
41279201000157;MICRO
41280398000144;MICRO
41295299000136;MEI
41297443000254;MICRO
41299367000135;MEI
41355867000147;MEI
41366077000167;MICRO
41366334000160;MEI
41441293000120;MEI
41447899000172;PEQUENA
41466670000185;MEI
41472339000178;MEI
41508217000194;MEI
41584767000192;MEI
41625012000199;MEI
41639595000107;MEI
41644191000101;MEI
41656944000107;MEI
41677973000147;MEI
41687897000150;MEI
41710141000185;MICRO
41739611000133;MEI
41779384000170;MEI
41781232000101;MEI
41833114000108;MEI
41853229000156;MEI
41864084000199;PEQUENA
41868417000158;PEQUENA
41900445000105;MICRO
41900758000163;MEI
41935745000120;MEI
41941259000114;MICRO
41957464000178;MEI
41978699000146;MEI
41981266000140;MEI
41982878000157;MEI
41983314000139;MEI
41990997000151;MEI
42042404000198;MICRO
42042852000191;MEI
42048774000132;MEI
42080298000137;MEI
42106595000104;MEI
42116333000120;MEI
42140112000198;MEI
42157549000134;MICRO
42231499000198;MEI
42313598000119;MEI
42356871000192;MEI
42367556000160;MEI
42462908000167;MEI
42482283000103;MEI
42533419000159;MEI
42586051000197;MEI
42586985000129;MEI
42601672000100;MICRO
42622401000123;PEQUENA
42634473000190;PEQUENA
42638636000103;MEI
42649237000148;MEI
42649865000123;MICRO
42692314000142;MEI
42702710000103;MICRO
42708870000160;MICRO
42726944000190;MEI
42731167000172;PEQUENA
42760287000106;MEI
42825642000170;PEQUENA
42830255000121;MEI
42853594000123;MEI
42936465000107;MICRO
42984735000147;PEQUENA
42993252000109;MEI
43002539000192;MEI
43020009000177;MICRO
43026286000197;MEI
43054849000150;MICRO
43084761000181;MEI
43133926000168;MEI
43149005000193;MEI
43156663000102;MEI
43185362000107;GRANDE
43192403000192;MICRO
43216102000232;PEQUENA
43223837000102;MEI
43268540000163;MEI
43283554000156;MEI
43291172000174;MEI
43366908000126;MEI
43367487000158;MICRO
43398523000140;MEI
43423639000192;MEI
43424883000170;MEI
43425039000163;MEI
43433389000171;MICRO
43442195000132;PEQUENA
43468158000101;MEI
43481030000170;MEI
43484099000157;MEI
43528308000117;MEI
43540924000193;MICRO
43562589000124;MICRO
43600122000121;MEI
43648392000102;MEI
43688182000148;MEI
43758527000192;MEI
43790811000146;MEI
43807961000115;MEI
43812285000178;PEQUENA
43815979000169;MEI
43828640000105;MEI
43831802000156;MEI
44023298000120;MICRO
44024140000175;MEI
44042716000127;MEI
44058438000104;MEI
44059876000189;MICRO
44073063000143;MICRO
44088480000160;MEI
44184312000178;MEI
44191201000199;MEI
44202124000125;MEI
44283623000194;MICRO
44338454000142;MEI
44363955000189;MEI
44425612000100;MEI
44440416000104;MICRO
44492927000161;MEI
44510134000128;MEI
44514327000157;MEI
44534166000163;MEI
44569643000126;MICRO
44581789000197;MEI
44592920000111;MEI
44604223000133;MEDIA
44606603000107;MICRO
44644517000199;MEI
44679059000123;MEI
44688284000126;MEI
44708195000102;GRANDE
44714444000164;MEI
44786633000142;MEI
44830927000124;MEI
44875382000172;MEI
44902280000107;MEI
44906982000150;MEI
44977863000199;PEQUENA
44979743000120;MEI
44979816000184;MEI
45073291000186;MEI
45076892000142;MEI
45123248000188;MEI
45181768000147;MEI
45206264000134;MICRO
45242095000198;MEI
45252316000109;PEQUENA
45259526000129;PEQUENA
45267327000162;MEI
45297035000172;MEI
45336323000199;MEI
45383070000104;MEI
45412144000193;MEI
45428444000160;MEI
45434836000132;MEI
45522246000161;MEI
45526934000108;MICRO
45590534000153;MEI
45623713000140;MEI
45687601000152;MICRO
45764286000110;MEI
45780877000180;MICRO
45810779000149;MICRO
45829213000169;MEI
45892977000107;MEI
45923469000130;PEQUENA
45927170000154;MEI
45945529000116;MEI
45995645000140;MEI
45998684000109;MEI
46021597000151;MEI
46063449000108;PEQUENA
46066358000118;MEI
46070382000120;MEI
46095073000105;MEI
46117778000186;MICRO
46147301000143;MICRO
46203505000154;MEI
46243232000171;MEI
46284249000177;MEI
46310160000138;MEI
46401199000160;MICRO
46407584000115;MEI
46410129000179;MEI
46429157000138;MEI
46444494000102;MEI
46481468000146;MEI
46497530000198;MEI
46502257000142;MEI
46541044000120;MEI
46579921000151;MEI
46581967000105;MEI
46608997000168;MICRO
46616636000163;MEI
46699246000102;MEI
46715086000130;MEI
46719834000152;MICRO
46733539000150;MEI
46737438000158;MEI
46748367000199;MEI
46790004000111;MICRO
46802771000101;MEI
46826238000171;MEI
46889925000136;MEI
46894329000144;MEI
46971963000133;MEI
47003623000181;MEI
47007502000108;MICRO
47013300000179;MEI
47115197000178;MEI
47144920000147;MEI
47166218000184;MEI
47187285000185;MEI
47218814000160;MEI
47237903000154;MEI
47254022000141;MEI
47278555000163;MEI
47313343000170;MICRO
47347753000131;MEI
47398331000195;MEI
47421100000155;MEDIA
47435952000100;MEI
47506236000168;MICRO
47540176000108;MEI
47571630000180;MICRO
47587859000102;MEI
47614845000130;MEI
47622614000179;MEI
47678937000184;MEI
47691533000120;MICRO
47693525000113;PEQUENA
47699076000110;MEI
47703542000194;MEI
47742570000110;MEI
47746434000107;MEI
47749258000159;MICRO
47780420000100;MEI
47780682000166;PEQUENA
47838783000140;MEI
47846866000181;MEI
47862239000134;PEQUENA
47909047000136;MEI
47918774000160;MEI
47953023000184;MICRO
48004950000110;MICRO
48054278000178;MEI
48065580000121;MICRO
48068906000174;MEI
48154031000123;MEI
48156110000173;MEI
48181159000186;MEI
48246270000103;MEI
48254083000171;MEI
48273124000177;MEI
48274586000109;MEI
48280360000110;MEI
48295591000106;MEI
48541510000879;PEQUENA
50215763000128;MICRO
51232221000550;MEDIA
53315941000180;PEQUENA
54336052000162;MICRO
55931752000168;MICRO
56740491000161;MICRO
59105999000186;GRANDE
59441048000188;MICRO
59526251000157;MEI
59981829000165;GRANDE
60178233000100;MEI
60537263000166;GRANDE
61065298000102;GRANDE
61065751000180;GRANDE
61156113000175;GRANDE
61156931000178;GRANDE
61189288000189;GRANDE
61614095000128;MICRO
63196273000173;PEQUENA
65805491000193;MICRO
67104547000108;MICRO
67620377000114;GRANDE
67923847000119;MICRO
68471135000179;PEQUENA
68601087000196;PEQUENA
71334619000180;PEQUENA
72339476000162;MICRO
72739469000158;PEQUENA
73140386000100;MEDIA
73178600000118;GRANDE
76627504000106;GRANDE
76728518000108;PEQUENA
76920263000180;MICRO
77366888000105;MICRO
78827987000100;MEDIA
80878655000104;MICRO
81615627001473;MEDIA
81809170000113;PEQUENA
82566209000343;MICRO
82643537000134;MEDIA
82837329000257;MEDIA
83141044000835;MEDIA
90076886000140;GRANDE
91857524000159;PEQUENA
93223212000119;MICRO
93720464021312;GRANDE
95027181000156;MICRO
95680997000184;MICRO
97837181000147;GRANDE
00000208000100;GRANDE
00076433000120;MICRO
00176062000159;MICRO
00379119000117;MICRO
00428376000100;PEQUENA
00620507000148;MICRO
00656621000128;PEQUENA
00667413000124;PEQUENA
00695124000139;MICRO
00776574057344;MICRO
00815781000172;PEQUENA
00836322000175;MICRO
00945296000113;MICRO
01020651000106;MICRO
01479183000132;MICRO
01500320000254;MICRO
01599101000193;GRANDE
01599101004261;GRANDE
01605716000185;GRANDE
01606477000188;MICRO
01650296000159;PEQUENA
01693698000483;MICRO
01831250000136;MICRO
01976633000100;MICRO
02088293000217;PEQUENA
02100012000113;MEI
02115161000156;MICRO
02140460000140;PEQUENA
02149205000169;GRANDE
02177057000196;PEQUENA
02255187000108;MEDIA
02302101000142;GRANDE
02325262000151;GRANDE
02328280000197;GRANDE
02339693000177;MICRO
02357251000153;MEDIA
02371229000168;MICRO
02547093000102;MICRO
02762121000104;GRANDE
02773338000101;MEI
02779103000127;PEQUENA
02846056000197;GRANDE
02872418000114;PEQUENA
02914721000132;PEQUENA
02916265000160;GRANDE
02992449000109;GRANDE
03049617000190;PEQUENA
03182074000184;MICRO
03188589000191;MICRO
03190522000191;MICRO
03201205000123;MICRO
03233451000167;PEQUENA
03243430000122;PEQUENA
03284203000145;MICRO
03296460000105;MICRO
03303999000136;GRANDE
03343608000107;MICRO
03345558000105;PEQUENA
03350067000144;MICRO
03368647000240;MICRO
03428507000309;MICRO
03476811048510;MEDIA
03524494000100;MEDIA
03628122001782;MICRO
03832828000102;MICRO
03876863000115;PEQUENA
03945725000140;MICRO
04101921000100;MICRO
04138901000286;GRANDE
04149454000180;GRANDE
04149519000197;PEQUENA
04159926000185;PEQUENA
04319631000129;MICRO
04395846000129;MICRO
04518251000113;MICRO
04595529000156;MEI
04611353000189;MICRO
04707836000181;MICRO
04760513000151;PEQUENA
04845551000107;MICRO
04862367000175;MICRO
04913711000108;GRANDE
04979298000184;MICRO
04987276000166;MICRO
05135822000101;MICRO
05169020000104;MICRO
05409085000180;MICRO
05416618002951;GRANDE
05431839000106;MEI
05462733000161;MICRO
05465132000102;MICRO
05482838000182;PEQUENA
05495546000184;GRANDE
05685381000103;PEQUENA
06020543000157;MEDIA
06050590000143;MICRO
06238416000129;MICRO
06327397000107;MICRO
06351262000349;MEDIA
06968610000160;PEQUENA
06977751000149;GRANDE
07144471000112;MICRO
07235103000180;MICRO
07611146001607;GRANDE
07691446000159;MICRO
07703233000108;MEI
07806890000172;MICRO
07826547000190;MICRO
07859971000130;GRANDE
07880948000470;MEDIA
07895884000139;MICRO
07900208012899;GRANDE
07912795000153;MICRO
07952196000163;MICRO
07952788000185;MICRO
07988333000110;PEQUENA
08043941000114;MICRO
08089000000111;MICRO
08192259000789;GRANDE
08213454000152;PEQUENA
08292994000179;PEQUENA
08312229000173;GRANDE
08327630000187;PEQUENA
08368600000119;PEQUENA
08414934000181;MEDIA
08477239000754;MICRO
08478652000148;MICRO
08507516000139;PEQUENA
08540263001339;GRANDE
08559151000196;PEQUENA
08560444000193;GRANDE
08591800000136;MICRO
08606940000130;MICRO
08797760000183;GRANDE
08875475000648;MEDIA
08958122000105;MICRO
09031242000117;MICRO
09054385028588;MEDIA
09102306000123;PEQUENA
09167135000544;GRANDE
09195066000159;MICRO
09233695000126;MICRO
09245923001745;GRANDE
09250729000514;GRANDE
09455413000135;MICRO
09493935001527;GRANDE
09611768000176;GRANDE
10225682000194;MICRO
10281484000148;MEI
10385429000106;MICRO
10468961000189;MICRO
10523585000188;PEQUENA
10581780000326;MICRO
10627791000723;PEQUENA
10632796000400;MICRO
10765196000169;PEQUENA
10840884000146;MICRO
10866899000183;MICRO
11011881000162;MICRO
11013280000199;MICRO
11137051004254;MEDIA
11137051058508;MEDIA
11148473000157;PEQUENA
11187496000170;MICRO
11226344000130;MICRO
11461496000117;MICRO
11468154000200;PEQUENA
11469727000139;PEQUENA
11569417000196;MEI
11653778000116;MICRO
11669021000110;GRANDE
11721554000102;MEI
11775342000108;MICRO
11785393000102;MEI
11976333000177;MICRO
11977390000170;MEI
12130705000102;MEI
12240177000144;MEDIA
12334727000194;MEI
12337334000134;MEI
12406825000190;MEI
12424692000184;MEI
12436909000176;MEI
12457753000100;MEI
12681117000167;MEI
12685221000120;MEI
12718857000120;PEQUENA
12816958000134;MEI
12826551000198;MEI
12985433000122;MICRO
13009717000146;GRANDE
13164909000470;MICRO
13196240000155;MEI
13217485000111;GRANDE
13291266000182;MICRO
13418613000195;MEI
13459281000197;MEI
13528024000160;MEI
13592224000181;MEI
13715518000153;MEI
13735347000124;MICRO
13772125000424;GRANDE
13819600000128;MICRO
13962255000187;MEI
14024175000143;MEI
14067804000112;MICRO
14184833000164;MICRO
14222936000252;MICRO
14237441000116;MICRO
14294489000166;MICRO
14308343000122;MEI
14515268000170;MEI
14527752000110;MEI
14531231000136;MICRO
14570731000187;MICRO
14571411000141;MICRO
14587609000113;PEQUENA
14660001000177;MEI
14776291000119;PEQUENA
14785152000151;GRANDE
14791721000171;PEQUENA
14865696000123;MEI
14928809000192;MEI
15099680000110;MEI
15140982000194;MICRO
15144017000190;GRANDE
15169965000180;PEQUENA
15233907000178;MICRO
15253399000351;GRANDE
15328634000145;MEI
15348636000104;MICRO
15469248000173;MICRO
15493486000114;PEQUENA
15665354000122;PEQUENA
15674564000187;MEI
15683149000270;MICRO
15702040000233;MEDIA
15738422000136;MEI
16220535000108;PEQUENA
16370508001193;MEDIA
16548698000203;MICRO
16594604000143;MEI
16620098000209;GRANDE
16863793000102;MICRO
16901060000115;MEI
16942093000103;MEDIA
16959516000106;MEI
16971325000151;MICRO
17017499000142;MICRO
17224184000176;MEI
17268647000100;MEI
17287526000105;PEQUENA
17326831000150;MICRO
17418236000145;MEI
17437548000104;MEI
17469701013821;GRANDE
17514698000166;MEI
17517205000141;MEI
17523097000110;MEI
17545129000188;MEI
17724046000156;MEI
17735451000170;MEI
17808812000160;PEQUENA
17935861000164;MEI
17964855000135;MICRO
17990611000127;PEQUENA
18099877000147;MEI
18154414000130;GRANDE
18214311000208;PEQUENA
18344795000110;MICRO
18350471000195;MEI
18402869000128;MEI
18494485000182;GRANDE
18693311000149;MEI
18715899000194;MICRO
18771690000148;MEI
18852149000164;MEI
18953593000176;MICRO
18965033000131;MEI
19032544000163;MICRO
19080664000136;MEI
19081884000508;PEQUENA
19085757000153;MEI
19165419000121;MICRO
19308137000136;MEI
19357544000133;MICRO
19364659000155;MEI
19558908000143;PEQUENA
19559362000145;MEI
19575607000128;MEI
19625777000170;MEI
19768162000100;PEQUENA
19796298000116;MEI
19840898000134;MEI
19853511000184;GRANDE
20011875000104;MEI
20054095000133;PEQUENA
20063016000150;MICRO
20163519000106;MEI
20258278000170;GRANDE
