cnpj;saude_tributaria
35059900000199;CINZA
35061482000174;CINZA
35081676000131;CINZA
35108459000198;CINZA
35174225000149;CINZA
35178740000105;CINZA
35186715000165;CINZA
35190658000198;CINZA
35228408000108;CINZA
35228457000132;CINZA
35277420000102;CINZA
35291076000106;CINZA
35311058000130;CINZA
35330716000131;CINZA
35341961000144;CINZA
35354294000134;CINZA
35397578000108;CINZA
35406033000110;CINZA
35460487000170;CINZA
35461579000174;CINZA
35468525000130;CINZA
35532636000169;CINZA
35539112000108;CINZA
35543158000192;CINZA
35586789000199;CINZA
35598458000179;CINZA
35614215000187;CINZA
35647489000172;CINZA
35691547000165;CINZA
35788778000191;CINZA
35808629000147;CINZA
35812961000185;CINZA
35831797000153;CINZA
35842711000198;CINZA
35858567000188;CINZA
35909341000169;CINZA
35918392000157;CINZA
35935276000146;CINZA
35955554000127;CINZA
35982003000152;CINZA
35990417000123;CINZA
35992745000169;CINZA
36028030000153;CINZA
36056501000137;CINZA
36066006000109;CINZA
36067276000134;CINZA
36100371000192;CINZA
36111519000194;CINZA
36141304000116;CINZA
36184058000180;CINZA
36233456000149;CINZA
36278881000154;CINZA
36284416000126;CINZA
36284815000197;CINZA
36314517000100;CINZA
36336134000125;CINZA
36364926000103;CINZA
36371738000102;CINZA
36378059000165;CINZA
36392403000170;CINZA
36392561000120;CINZA
36409983000161;CINZA
36416783000136;CINZA
36452762000176;CINZA
36466540000102;CINZA
36470376000107;CINZA
36477786000180;CINZA
36488335000148;CINZA
36505268000122;CINZA
36522602000156;CINZA
36524525000173;CINZA
36539629000151;CINZA
36541121000198;CINZA
36553902000100;CINZA
36613017000161;CINZA
36626792000151;CINZA
36637336000107;CINZA
36675795000185;CINZA
36676219000152;CINZA
36725068000185;CINZA
36728900000105;CINZA
36826179000188;CINZA
36847745000138;CINZA
36847779000122;CINZA
36851298000190;CINZA
36855612000103;CINZA
36860558000194;CINZA
36882845000103;CINZA
36910143000188;CINZA
36912302000183;CINZA
36926911000191;CINZA
36936624000162;CINZA
36937879000140;CINZA
36955363000128;CINZA
36976320000129;""
37011509000140;CINZA
37043447000158;""
37064040000107;""
37073979000138;""
37102965000103;""
37117493000154;""
37138620000100;""
37155729000147;""
37159200000100;""
37170920000168;""
37195275000138;""
37199876000119;""
37247783000112;""
37254632000191;""
37274056000144;""
37275754000164;""
37290203000170;""
37325327000143;""
37334082000110;""
37335816000186;""
37337259000132;""
37341636000107;""
37357695000173;""
37358251000152;""
37365702000189;""
37370950000118;""
37371744000122;""
37385584000170;""
37421159000190;""
37459709000160;""
37461977000116;CINZA
37470227000100;""
37496984000153;""
37524236000137;""
37565954000151;""
37599620000107;""
37627818000149;""
37630656000106;""
37656925000103;""
37663076000107;""
37663839000110;""
37665736000199;""
37689490000195;""
37690326000106;""
37698345000170;""
37712032000120;""
37722547000100;""
37725100000195;""
37732046000105;""
37741955000100;""
37751816000167;""
37763878000199;""
37768131000123;""
37768344000155;""
37769456000120;""
37796093000112;""
37883505000151;""
37886289000106;""
37902967000179;""
37927147000131;""
37973953000146;""
37984095000135;""
38032726000189;""
38067037000100;""
38090602000150;""
38093640000166;""
38112122000142;""
38112378000150;""
38130953000147;""
38137171000130;""
38153667000105;""
38205412000130;""
38230284000185;""
38238870000176;""
38272049000176;""
38286098000168;""
38331388000186;""
38474066000196;""
38588720000192;""
38659317000107;""
38686111000176;""
39157809000167;""
39167484000101;""
39237461000118;""
39243975000186;""
39268631000121;""
39275807000172;""
39281865000109;""
39311769000166;""
39346998000116;""
39347106000100;""
39350221000125;""
39366680000105;""
39389572000140;CINZA
39391202000147;""
39426571000128;""
39452474000100;""
39465496000104;""
39473156000125;""
39486332000163;""
39506344000102;""
39506718000190;""
39523021000127;""
39547760000159;""
39574906000155;""
39596980000172;""
39619492000133;""
39628181000130;""
39679637000191;""
39682287000112;""
39697742000153;""
39715645000146;""
39723452000137;""
39729215000183;VERMELHO
39755024000196;""
39761682000190;""
39783595000134;""
39877285000189;""
39881323000177;""
39890924000146;""
39913424000182;""
39943526000140;""
39957992000185;""
39966654000100;""
39966936000107;""
39983698000148;""
40009470000130;""
40020664000137;""
40046713000100;""
40059084000153;""
40063622000183;""
40082767000121;""
40098025000194;""
40118395000146;""
40123741000184;""
40139031000142;""
40188151000130;""
40191217000140;""
40194074000120;""
40221864000158;""
40222254000179;""
40238715000100;""
40239201000160;""
40245713000130;""
40258369000113;""
40258973000140;""
40276403000182;""
40287226000130;""
40299327000120;""
40336571000116;""
40336667000184;""
40360414000146;CINZA
40374330000161;""
40387061000178;""
40403127000176;""
40472088000169;""
40474644000136;""
40487304000140;""
40497805000107;""
40548656000168;""
40549037000198;""
40596673000170;""
40622116000187;""
40631463000176;""
40647124000188;""
40686413000196;""
40686885000149;""
40692134000135;""
40715381000100;""
40725944000140;""
40755164000143;""
40761610000122;""
40772029000106;""
40777510000194;""
40790963000150;""
40821625000139;""
40926310000156;""
40948746000146;""
40960710000188;""
40964453000152;""
40966346000163;""
41006556000172;""
41102512000146;""
41119522000194;""
41145378000160;""
41190514000134;""
41195904000105;""
41204261000100;""
41231389000163;""
41259215000109;""
41290476000191;""
41315554000165;""
41336053000165;""
41338787000183;""
41354746000180;""
41364116000197;""
41374510000106;""
41375135000119;""
41380447000110;""
41393347000129;""
41394393000142;""
41402115000190;""
41419391000160;CINZA
41444650000103;""
41447528000190;""
41450249000186;""
41456672000193;""
41469543000130;""
41473209000150;""
41486944000106;""
41498696000105;""
41507028000105;""
41512537000118;""
41554994000175;""
41558740000125;""
41561132000170;""
41567944000122;""
41585276000166;""
41590339000172;""
41597303000463;VERDE
41610660000171;""
41631214000143;""
41639773000108;""
41644220002260;CINZA
41657238000171;""
41663784000115;""
41676952000107;""
41709508000140;""
41739465000146;""
41743955000116;""
41772755000191;""
41777358000102;""
41815948000182;""
41822345000108;""
41856736000143;""
41921844000152;""
41922770000179;""
41959143000102;""
41979072000100;""
42020318000184;""
42027822000106;""
42033181000100;""
42070949000108;""
42090119000142;""
42111169000169;""
42128127000130;""
42150391000170;CINZA
42176740000123;""
42193925000146;""
42255774000103;""
42259311000110;""
42272162000129;""
42286109000187;""
42302485000118;""
42303375000170;""
42362344000190;""
42364614000100;""
42405764000107;""
42430943000102;""
42442849000165;""
42462031000104;""
42515732000164;""
42516197000166;""
42522312000105;""
42524974000114;""
42579429000125;""
42583239000181;""
42585295000155;""
42611744000192;""
42636385000128;""
42643737000172;""
42648645000185;""
42681969000115;""
42726321000118;""
42728314000155;""
42735694000155;""
42763390000100;""
42796121000131;""
42796393000131;""
42798776000149;""
42800205000100;""
42819162000104;""
42823022000100;""
42839256000137;""
42878203000125;""
42890039000171;""
42901455000128;""
42946429000116;""
42986055000162;""
42994533000186;VERDE
43007245000153;""
43047868000150;""
43104656000167;""
43119902000154;""
43166054000134;""
43187609000124;""
43198664000110;""
43208040001299;CINZA
43210447000106;""
43253765000146;""
43266175000158;""
43287745000196;""
43290348000173;""
43301995000133;""
43311095000177;""
43358088000120;""
43360963000109;""
43380952000190;""
43403739000157;""
43406846000139;""
43412205000197;""
43501586000180;""
43551350000159;""
43571851000105;""
43574437000141;""
43658256000101;""
43662450000152;""
43674819000147;""
43697720000160;""
43699319000160;""
43708165000125;""
43715854000167;""
43726408000158;""
43727942000189;""
43743499000130;""
43750931000110;""
43764972000165;""
43765778000102;""
43798181000156;""
43818703000134;""
43837302000121;""
43862149000192;""
43890690000104;""
43919454000173;""
43943488000101;""
43947268000148;""
43980329000179;""
44024759000180;""
44025144000178;""
44061353000177;""
44072237000153;""
44116304000194;""
44151265000166;""
44225872000123;""
44253349000100;""
44328361000137;""
44335589000154;""
44359565000135;""
44408156000181;""
44421687000104;""
44436928000199;""
44453945000134;""
44454503000102;""
44507534000184;""
44514753000190;""
44520438000176;""
44540614000131;""
44569589000119;""
44604509000119;""
44619548000190;""
44638994000141;""
44696988000140;""
44699176000159;""
44724648000186;""
44726566000170;""
44735914000176;""
44770429000133;""
44822610000146;""
44826953000189;""
44832368007528;VERDE
44834868000162;""
44846567000159;""
44869804000105;""
44883679000180;""
44886254000124;""
44892410000160;""
44903146000112;""
44914510000140;""
44919990000131;""
44926304000150;""
45004357000186;""
45030532000100;""
45051516000101;""
45054245000130;""
45059822000186;""
45083761000192;""
45109136000172;""
45115781000106;""
45116904000115;""
45139392000102;""
45216065000107;""
45223614000170;""
45224521000160;""
45225659000184;""
45234395000125;""
45250441000180;""
45264032000132;""
45264096000133;""
45270959000185;""
45291159000140;""
45292546000100;""
45300546000104;""
45315385000114;""
45337609000199;""
45343361000179;""
45363762000190;""
45364905000189;""
45399029000126;CINZA
45403173000199;""
45410353000106;""
45431585000132;""
45432153000146;""
45433260000199;""
45483430000140;""
45535385000120;""
45564950000187;""
45583667000100;""
45600155000105;""
45642521000180;""
45712194000196;""
45715419000168;""
45719963000188;""
45726430000123;""
45742019000141;""
45756793000101;""
45767771000147;""
45786668000144;""
45795023000178;""
45822877000104;""
45874434000159;""
45882761000152;""
45887169000143;""
45905157000102;""
45912502000127;""
45927604000116;""
45933797000118;""
45954400000174;""
45960731000117;""
45967414000122;""
45971098000162;""
45987478000195;""
46010602000120;""
46026732000151;""
46032360000176;""
46059751000184;""
46064019000100;""
46097892000191;""
46107094000101;""
46111082000142;""
46112818000105;""
46121248000101;""
46158646000100;""
46161364000154;""
46172087000185;""
46193641000100;""
46209165000179;""
46215194000143;""
46233137000197;""
46270019000159;""
46270657000170;""
46294985000106;""
46312882000121;""
46343988000192;""
46349803000157;""
46351901000129;""
46367385000120;""
46371094000106;""
46419474000173;""
46442168000158;""
46478018000102;""
46482332000150;""
46504994000184;""
46513539000145;""
46524321000196;""
46537987000189;""
46556898000180;""
46613849000131;""
46622325000107;""
46630998000109;""
46641185000114;""
46659064000108;""
46687816000136;""
46717396000193;""
46732025000180;""
46806914000145;""
46808217000123;""
46848506000156;""
46863876000162;""
46870301000177;""
46903400000108;""
46907178000111;""
46955011000126;""
47026816000158;""
47031453000149;""
47049944000117;""
47098481000183;""
47123528000111;""
47132497000165;""
47154518000143;""
47171568000139;""
47252871000166;""
47266148000136;""
47280531000149;""
47303668000171;""
47309562000185;CINZA
47329160000142;""
47331455000153;""
47343747000106;""
47352624000131;""
47384729000172;""
47391324000161;""
47421496000130;""
47464737000129;""
47470249000124;""
47476884000119;""
47485734000171;""
47509842000137;""
47520096000182;""
47546998000198;""
47554627000158;""
47561239000102;""
47585618000124;""
47594356000164;""
47609796000148;""
47611024000140;""
47625095000100;""
47625112000100;""
47626834000170;""
47636236000182;""
47647936000172;""
47651210000103;""
47659436000150;""
47670227000108;""
47674164000168;""
47675338000107;""
47700128000121;""
47706853000107;""
47723685000168;""
47724892000137;""
47730725000107;""
47738916000107;""
47745643000128;""
47754580000176;""
47765028000183;""
47774196000135;""
47778627000131;""
47786351000133;""
47796496000115;""
47801064000155;""
47822600000107;""
47836269000176;""
47867430000179;""
47878617000178;""
47907277000166;""
47955792000111;""
47957511000160;""
47971268000134;""
47994293000133;""
48039268000163;""
48067140000103;""
48084573000177;""
48087408000179;""
48089680000198;""
48098348000190;""
48103251000128;""
48117985000166;""
48134978000172;""
48141792000140;""
48154395000103;""
48155158000167;""
48172922000102;""
48178400000118;""
48182717000128;""
48194287000164;""
48211576000124;""
48217264000128;""
48226481000184;""
48251453000117;""
48252780000193;""
48457642000140;CINZA
49076086000125;CINZA
49263189000102;AMARELA
49441348000103;CINZA
50746577000115;VERMELHO
51805208000119;CINZA
51928174000150;CINZA
53113791000122;AMARELA
56367709000184;CINZA
56493703000153;VERDE
56992423000190;VERMELHO
58604729000157;VERMELHO
60498706000580;CINZA
60730348000166;VERMELHO
60746948037466;CINZA
61079117000105;AMARELA
61088894000108;VERMELHO
61281069000125;VERDE
61532644000115;VERMELHO
62338074000190;CINZA
62647383010376;CINZA
62838354000167;CINZA
62955505196207;CINZA
64925910000168;CINZA
65150914000184;CINZA
66267386000100;CINZA
66970229015946;VERDE
68112663000301;CINZA
68463702000145;AMARELA
68633536000188;VERMELHO
68743772000157;CINZA
69270825000122;CINZA
69617785000142;CINZA
70594254000160;VERDE
72103054000193;CINZA
73381287000110;VERDE
75010116000291;CINZA
76483817000120;VERMELHO
76484013000145;VERMELHO
76535764000143;VERDE
77829521000180;VERDE
78876950000171;CINZA
79270161000317;CINZA
79853503000160;VERMELHO
83799742000156;VERDE
84418987000582;CINZA
84429695000111;CINZA
84683481017738;CINZA
84683671000194;CINZA
86526126000110;CINZA
87965141000127;VERDE
89217939000540;CINZA
89637490000145;VERMELHO
89850341000160;CINZA
89939029000147;VERDE
90059536000175;CINZA
90085572000103;CINZA
90400888000142;AMARELA
90893314000153;CINZA
91333666000117;CINZA
91347922000125;VERDE
92715812000131;VERDE
92754738000162;VERMELHO
92781335000102;VERMELHO
94813102000170;VERDE
97074918000117;AMARELA
97191902000194;CINZA
97553556000228;CINZA
00000000701815;CINZA
00001180000126;VERDE
00085558000117;CINZA
00272185000193;CINZA
00359742000108;CINZA
00624233000165;CINZA
00667115000134;VERMELHO
00743065000127;CINZA
00888336000132;CINZA
00913259000123;CINZA
00938574000105;AMARELA
01004629000172;CINZA
01029093000140;CINZA
01105916000179;CINZA
01211257000155;CINZA
01238761000149;VERDE
01330051000144;CINZA
01434800000698;VERDE
01560143000110;CINZA
01584575000161;VERDE
01694453000128;CINZA
01817351000152;VERMELHO
01823338000106;VERMELHO
01864414000121;CINZA
01896779000138;AMARELA
01955645000140;CINZA
01969792000170;CINZA
02034186000125;CINZA
02061045000100;CINZA
02062747000108;CINZA
02068042000190;CINZA
02119972000125;VERDE
02291201000110;CINZA
02373016000175;CINZA
02412359000100;VERDE
02434981000100;VERMELHO
02454193000186;CINZA
02477302000180;VERDE
02502892000154;CINZA
02561004000174;CINZA
02635522000195;CINZA
02735707000171;CINZA
02762285000123;CINZA
02771211000153;CINZA
02826072000118;VERMELHO
02828742000135;CINZA
02832714000191;CINZA
03024740000156;CINZA
03135587000134;CINZA
03245259000190;VERDE
03273439000186;CINZA
03335863000108;CINZA
03421265000151;CINZA
03555442000192;VERDE
03621681000101;CINZA
03665178000140;CINZA
03728479000175;CINZA
03789010000146;CINZA
03813262000244;CINZA
03814340000144;VERDE
03818227000137;CINZA
03832239010260;VERDE
03965469000153;CINZA
04249103000140;CINZA
04293900000125;CINZA
04301024000646;CINZA
04388652000104;VERMELHO
04476163000104;CINZA
04477557000179;VERDE
04553060000192;VERDE
04560417000160;CINZA
04821041000108;AMARELA
04894835000193;VERDE
04922831000171;VERMELHO
04997713000122;CINZA
05001403000179;CINZA
05115546000101;CINZA
05195064000109;VERDE
05241324000135;CINZA
05245502002816;CINZA
05299923000100;CINZA
05340817000122;VERDE
05393149000100;VERMELHO
05400302000170;VERDE
05420738000121;CINZA
05427021000292;CINZA
05436694000128;CINZA
05490976000103;CINZA
05502108000104;CINZA
05510606000190;CINZA
05620476000149;VERMELHO
05622087000152;VERMELHO
05642504000129;VERDE
05651449000133;CINZA
05691943000121;CINZA
05828732018801;""
05830407000160;CINZA
05969571000152;CINZA
05976793000100;CINZA
06001620000121;CINZA
06010362000140;CINZA
06061257000130;CINZA
06076396000137;CINZA
06091234000178;CINZA
06167143000330;CINZA
06198637000110;CINZA
06311859000106;CINZA
06333299000425;CINZA
06696950000189;VERDE
06867330000165;CINZA
06871506000152;CINZA
07043638001120;""
07053848000128;CINZA
07084407000193;CINZA
07136993000172;AMARELA
07144188000190;VERDE
07189980000161;VERMELHO
07210045000210;CINZA
07237373000120;CINZA
07326727000102;CINZA
07353895000197;CINZA
07496583000213;CINZA
07535586000308;CINZA
07548046000199;CINZA
07594978000178;AMARELA
07601630000160;CINZA
07665943000182;VERDE
07711441000140;CINZA
07717369000169;VERDE
07718326000106;CINZA
07799043000128;AMARELA
07816890000153;VERMELHO
07820907000146;CINZA
07825591000185;VERMELHO
07833815000109;CINZA
07882993000464;CINZA
07938292000157;CINZA
07957769000303;""
07971152000180;CINZA
07988543000612;CINZA
08000191000101;CINZA
08012006000190;VERDE
08014262000117;CINZA
08019524013386;CINZA
08065557000112;VERDE
08091816000180;CINZA
08114593000129;CINZA
08114960001328;CINZA
08186928000114;CINZA
08192227000198;CINZA
08250646000139;CINZA
08294224000165;CINZA
08303090000100;CINZA
08324196000181;VERDE
08383185000172;CINZA
08403333000173;CINZA
08458376000580;""
08489405000147;CINZA
08524702000348;""
08559812000183;CINZA
08561701015214;""
08563321000106;CINZA
08574411000100;VERDE
08577883000109;CINZA
08634117000139;CINZA
08660735000153;CINZA
08662435000103;CINZA
08730427000157;CINZA
08731423000193;CINZA
08759257000133;VERMELHO
08787067000120;VERDE
08790124000120;CINZA
08801621000186;CINZA
08917451000280;CINZA
08928273000102;VERDE
08968621000175;VERMELHO
09080475000100;CINZA
09083175000184;VERDE
09160226002925;CINZA
09229201000130;CINZA
09267661000152;CINZA
09279968000173;CINZA
09421272000130;CINZA
09451438000160;CINZA
09469782000187;CINZA
09495916000134;VERMELHO
09567773000129;CINZA
09581709000100;CINZA
09631153000292;CINZA
10139870000108;CINZA
10175810000132;VERDE
10215988000160;AMARELA
10247566000176;CINZA
10322916000111;CINZA
10379837000147;CINZA
10403910000179;CINZA
10498801000182;VERDE
10508336000466;CINZA
10536207000139;CINZA
10602516000160;CINZA
10699653000164;CINZA
10707231000517;CINZA
10736190000163;CINZA
10811094000132;CINZA
10819724000115;CINZA
10829787000152;CINZA
10862150000168;VERMELHO
10889522000140;VERDE
10981344000182;CINZA
11052585000100;CINZA
11063646000134;VERDE
11102220000142;CINZA
11128052000164;VERDE
11206594000108;CINZA
11365886000193;CINZA
11378134000167;CINZA
11425634000102;CINZA
11516916000115;CINZA
11664781000135;CINZA
11721437000130;CINZA
11740723000143;CINZA
11775328001500;CINZA
11783888000100;CINZA
11949727000136;CINZA
12009378000135;VERDE
12046990000188;VERDE
12070153000194;VERMELHO
12099101000493;CINZA
12183890000101;VERDE
12263895000136;CINZA
12313115000204;CINZA
12402984000116;CINZA
12417125000109;CINZA
12530766000167;CINZA
12596601000198;CINZA
12606840000181;CINZA
12791506000900;""
12832784000101;CINZA
12909698000141;VERMELHO
12943589000140;CINZA
12960596000150;CINZA
12961912000109;CINZA
12962420000138;CINZA
12963979000182;CINZA
13016732000111;CINZA
13037069000131;CINZA
13295887000134;AMARELA
13332062000142;CINZA
13335403000133;VERDE
13404527000123;CINZA
13496604000112;CINZA
13540270000137;VERDE
13564699001721;CINZA
13588912000178;CINZA
13622678000158;CINZA
13721647000154;CINZA
13728476000195;CINZA
13758194000130;VERDE
13785195014477;CINZA
13788431000106;CINZA
13808625000126;VERDE
13816098000100;CINZA
13823019000180;CINZA
13888981000105;VERMELHO
13890643000108;CINZA
13905843000189;CINZA
13906408000179;CINZA
13965393000110;CINZA
13996058000189;VERDE
13999884000181;VERDE
14045517000101;CINZA
14168477000195;VERMELHO
14170352000108;CINZA
14200441000141;CINZA
14204948000173;CINZA
14237983000199;CINZA
14279821000113;CINZA
14311225000173;CINZA
14350249000131;CINZA
14400695000103;CINZA
14430561000135;CINZA
14479449000199;CINZA
14481513000176;CINZA
14506627000123;VERMELHO
14535640000100;CINZA
14565714000151;CINZA
14661902000183;CINZA
14743729000162;CINZA
14807945000124;CINZA
14870407000184;VERDE
14876090000193;CINZA
14916366000110;VERDE
14934102000199;CINZA
14951010000117;CINZA
15009245000157;CINZA
15080809000148;CINZA
15090690000275;""
15106784000104;CINZA
15139629000194;VERDE
15321394000157;CINZA
15361598000111;CINZA
15362656000121;CINZA
15392094000169;CINZA
15406353000163;CINZA
15417089000163;CINZA
15450440000118;CINZA
15564308000137;CINZA
15580956000187;CINZA
15619922000159;CINZA
15620178000102;CINZA
15676079000142;CINZA
15707778000102;VERMELHO
15714044000150;CINZA
15788576000132;CINZA
15792913000165;CINZA
16096334000140;CINZA
16233389000155;VERDE
16385030000101;CINZA
16404287000155;AMARELA
16440562000196;CINZA
16543055000188;CINZA
16590234000176;AMARELA
16639216000131;VERDE
16640022000237;CINZA
16695177000190;CINZA
16816975000122;CINZA
16858213000199;CINZA
16879628000149;CINZA
16895905000107;CINZA
16912380000685;CINZA
16925053000153;CINZA
16939417000154;CINZA
16949253000146;CINZA
17012938000124;CINZA
17109565000104;CINZA
17151552000101;CINZA
17167396000169;VERMELHO
17202879000157;CINZA
17225226000193;CINZA
17271170000103;CINZA
17298818000135;VERDE
17336551000123;VERDE
17425247000152;CINZA
17456335000111;CINZA
17476424000120;CINZA
17515948000182;CINZA
17593656000168;CINZA
17594473000167;CINZA
17616225000170;CINZA
17624719000449;CINZA
17767254000132;CINZA
17775466000161;CINZA
17808904000140;CINZA
17818148000130;CINZA
17861467000129;CINZA
17953883000157;CINZA
18003823000136;VERDE
18036717000159;CINZA
18084177000189;VERDE
18134501000126;CINZA
18196392001496;""
18258892000190;CINZA
18278602000170;VERDE
18311939000132;CINZA
18317592000135;CINZA
18319086000185;CINZA
18401625000120;CINZA
18465554000120;CINZA
18615982000191;CINZA
18616053000105;CINZA
18679935000101;CINZA
18708604000152;VERDE
18777475000154;CINZA
18810045000197;CINZA
18815491000194;CINZA
18851424000125;CINZA
18871318000103;VERMELHO
18885351000192;CINZA
18885894000100;VERDE
18903899000118;CINZA
19016293000123;CINZA
19062279000166;CINZA
19097159000102;CINZA
19109337000160;CINZA
19192227000104;CINZA
19352149000168;CINZA
19360542000101;CINZA
19513959000159;CINZA
19529385000107;CINZA
19541767000156;CINZA
19591056000196;VERDE
19591334000105;CINZA
19626521000187;CINZA
19657178000138;CINZA
19697136000120;CINZA
19702144000118;CINZA
19786768000160;CINZA
19807271000181;VERMELHO
19851810000180;CINZA
19979704000186;CINZA
20005860000125;CINZA
20039419000164;CINZA
20152844000165;VERDE
20179260000183;VERDE
20199781000100;CINZA
20333877000101;CINZA
20381877000420;CINZA
20452752000109;CINZA
20477242000188;CINZA
20496257000193;CINZA
20572293000199;CINZA
20654202001217;""
20740161000129;CINZA
20740870000104;CINZA
20772793000174;VERMELHO
20813253000191;CINZA
20835113000114;CINZA
20862650000315;CINZA
20905366000117;CINZA
20947821000147;CINZA
21012284000106;CINZA
21067337000196;CINZA
21168564000108;CINZA
21172410000190;CINZA
21190536000197;CINZA
21213390000158;CINZA
21226668000121;CINZA
21240146000184;CINZA
21253347000116;CINZA
21255567000189;CINZA
21291646000145;CINZA
21315394000147;VERMELHO
21353909000101;CINZA
21369558000119;CINZA
21461430000180;CINZA
21496333000123;CINZA
21500282000166;CINZA
21565285000188;CINZA
21567114000198;CINZA
21608322000198;CINZA
21608909000105;CINZA
21611590000169;CINZA
21646115000128;CINZA
21655494000112;CINZA
21727592000118;CINZA
21792934000183;CINZA
21821983000105;CINZA
21892735000147;CINZA
21907763000190;CINZA
21918236000181;VERDE
21948087000101;VERDE
21987983000171;CINZA
22025303000100;CINZA
22029500000199;CINZA
22052304000135;CINZA
22061061000100;CINZA
22069565000168;CINZA
22093215000137;CINZA
22224031000169;VERDE
22255450000168;CINZA
22263017000174;CINZA
22264390000140;CINZA
22273699000104;CINZA
22316434000138;CINZA
22326427000117;CINZA
22328899000109;CINZA
22384734000154;CINZA
22411084000199;CINZA
22497940000170;CINZA
22621081000180;VERMELHO
22652324000147;CINZA
22652851000151;CINZA
22654877000139;CINZA
22663062000116;VERMELHO
22670108000124;CINZA
22859891000250;CINZA
22860678000187;CINZA
22876654000116;CINZA
22947004000114;CINZA
23017808000187;CINZA
23077402000190;CINZA
23124918000148;CINZA
23151332000172;CINZA
23151429000185;CINZA
23153413000292;""
23177651000157;CINZA
23209143000103;CINZA
23236518000124;CINZA
23249206000155;VERDE
23327740000132;CINZA
23378105000184;CINZA
23408532000168;CINZA
23482615000105;CINZA
23545329000133;CINZA
23548943000159;CINZA
23581752000199;CINZA
23598908000144;CINZA
23610133000185;CINZA
23637923000154;CINZA
23655817000101;CINZA
23757558000111;VERMELHO
23793546000142;CINZA
23828011000160;CINZA
23830609000193;CINZA
23855181000133;CINZA
23862229000130;CINZA
23870797000264;CINZA
23990408000153;CINZA
24015982000153;CINZA
24024609000169;VERDE
24083177000167;CINZA
24104059000198;CINZA
24145034000132;CINZA
24208948000103;CINZA
24227677000125;CINZA
24294680000161;CINZA
24334413000170;CINZA
24356052000163;CINZA
24378924000194;CINZA
24387247000170;CINZA
24404903000104;CINZA
24459464000129;CINZA
24502625000110;CINZA
24555885000153;VERDE
24652375000102;CINZA
24685672000146;CINZA
24869099000120;VERDE
24925057000160;CINZA
25018384000109;CINZA
25068745000113;CINZA
25106883000140;CINZA
25161353000102;CINZA
25307394000156;CINZA
25345200000107;CINZA
26018552000110;CINZA
26049101000140;CINZA
26084707000117;CINZA
26111597000135;CINZA
26147329000254;""
26194874000110;CINZA
26221972000108;CINZA
26271902000156;CINZA
26281602000158;CINZA
26283883000188;CINZA
26313597000118;CINZA
26328812000154;CINZA
26361320000160;CINZA
26363226000140;CINZA
26458920000141;CINZA
26500339000140;CINZA
26508278000168;CINZA
26511071000142;VERDE
26523303000182;CINZA
26554753000132;CINZA
26583642000154;CINZA
26598215000140;CINZA
26616606000140;VERDE
26659061000159;CINZA
26700521000145;CINZA
26837444000170;CINZA
26838335000177;CINZA
26861051000100;CINZA
26890993000108;CINZA
26904274000107;CINZA
26924857000191;CINZA
26983398000117;CINZA
27135648000121;CINZA
27145534000162;CINZA
27160533000197;CINZA
27175166000103;CINZA
27182014000120;CINZA
27183425000130;VERDE
27212058000155;CINZA
27250412000136;CINZA
27266318000175;CINZA
27289462000127;AMARELA
27317021000191;CINZA
27363793000160;CINZA
27418199000129;CINZA
27448732000103;CINZA
27473359000132;CINZA
27478394000144;CINZA
27487856000190;CINZA
27632145000161;CINZA
27690846000157;CINZA
27783250000100;CINZA
27794665000170;CINZA
27824935000149;CINZA
27850978000107;CINZA
27880594000129;CINZA
27915063000124;CINZA
27927591000101;CINZA
27957091000104;VERDE
28016694000174;CINZA
28040094000141;CINZA
28112904000128;CINZA
28159550000177;CINZA
28178724000149;CINZA
28214382000175;VERMELHO
28234654000107;CINZA
28252091000171;CINZA
28255781000184;CINZA
28311295000136;CINZA
28350639000116;CINZA
28366153000176;CINZA
28421011000164;CINZA
28490500000178;CINZA
28511299000168;CINZA
28573318000180;CINZA
28589498000199;CINZA
28678857000184;CINZA
28688731000190;CINZA
28706179000116;CINZA
28716066000282;VERDE
28733458000179;CINZA
28735068000138;CINZA
28737763002344;""
28742770000129;CINZA
28743462000118;CINZA
28783223000191;CINZA
28790486000128;CINZA
28806545000109;CINZA
28847014000164;CINZA
28873451000152;CINZA
28873589000232;""
28894858000166;CINZA
28931507000188;CINZA
28937139000185;CINZA
28955873000177;CINZA
28960319000188;CINZA
28977167000126;CINZA
28998092000160;CINZA
29023780000177;CINZA
29107738000134;CINZA
29120713000170;CINZA
29123537000120;CINZA
29217271000185;CINZA
29225578000128;CINZA
29264669000172;CINZA
29283192000172;CINZA
29382463000147;CINZA
29422648000138;CINZA
29430331000143;CINZA
29460170000564;CINZA
29470821000173;CINZA
29490609000178;CINZA
29525720000152;CINZA
29581893000198;CINZA
29596395000119;CINZA
29645848000150;CINZA
29700741000167;CINZA
29780061000109;VERMELHO
29805480000140;CINZA
29872641000118;CINZA
29888025000155;CINZA
29933398000109;CINZA
29943246000189;CINZA
29950060000157;VERDE
29978814000187;CINZA
29983979000147;CINZA
29993732000101;CINZA
29995986000169;CINZA
30108254000199;CINZA
30112267000131;CINZA
30175762000190;CINZA
30184025000153;CINZA
30207606000163;CINZA
30256561000117;CINZA
30260741000172;CINZA
30263014000169;CINZA
30290288000147;CINZA
30328463000148;CINZA
30353184000134;CINZA
30361722000132;CINZA
30412598000197;CINZA
30489240000162;CINZA
30541306000116;CINZA
